# 07826808
Energy: Darkness
2 A1 164
2 A1 165
1 A1 174
1 A1 175
1 A1 176
1 A1 177
1 A1 203
1 A1 222
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 0a340c6e
Energy: Darkness
2 A1 164
2 A1 165
1 A1 174
1 A1 175
1 A1 176
1 A1 177
1 A1 222
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1f574666
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
1 A1 225
1 A2 150
2 P-A 005
2 P-A 007

# 215d63a4
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
2 A1 225
2 P-A 005
2 P-A 007

# 27973aea
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
1 A1 218
2 A1 222
1 A1 225
2 P-A 005
2 P-A 007

# 2c0704c7
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
1 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 3f297647
Energy: Darkness
2 A1 164
2 A1 165
1 A1 174
1 A1 175
1 A1 176
1 A1 177
1 A1 222
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3f5afa49
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4523ac5b
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
1 A1 222
2 A1 223
1 A1 225
2 P-A 002
2 P-A 007

# 454cdf3f
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
1 A1 222
2 A1 225
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 53ee76cf
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
1 A1 222
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5bba093f
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
1 A1 222
1 A1 225
1 A2 146
1 A2 150
1 A2 155
2 A3 146
1 A3 151
2 P-A 005
2 P-A 007

# 665cd4e1
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
1 A1 175
2 A1 176
1 A1 177
2 A1 222
1 A1 223
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6c6aece8
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
1 A1 225
1 P-A 001
2 P-A 005
2 P-A 007

# 7286042c
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
2 A1 225
1 P-A 001
2 P-A 002
1 P-A 006

# 84479ed5
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
1 A1 176
1 A1 177
1 A1 212
1 A1 213
1 A1 222
2 A1 223
1 A1 225
1 P-A 002
2 P-A 005
1 P-A 007

# 8e34dc69
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
1 A1 176
1 A1 177
1 A1 222
2 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 9c4c0285
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
2 A1 225
2 A1a 068
2 P-A 007

# b8572114
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 223
2 A1 225
2 P-A 005
2 P-A 007

# bdd34a1c
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
1 A1 225
2 P-A 005
1 P-A 006
2 P-A 007

# c15cf40c
Energy: Darkness
2 A1 164
2 A1 165
2 A1 174
2 A1 175
2 A1 176
2 A1 177
2 A1 222
2 P-A 002
2 P-A 005
2 P-A 007

# c1cd0d30
Energy: Darkness
2 A1 164
2 A1 165
