# 00a2d24c
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A2 050
2 A2 146
2 A2 147
1 A2a 069
1 A2a 070
2 A2a 072
2 P-A 005
2 P-A 007

# 0a2cf145
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
2 A2 050
1 A2 146
1 A2 147
1 A2 154
2 A2a 072
2 A3 066
2 A3 144
2 P-A 005
2 P-A 007

# 0e2903c7
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A2 050
2 A2 146
2 A2 147
1 A2 154
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 0fe463f6
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 068
2 A2 050
2 A2 146
2 A2 148
2 A2a 072
1 P-A 001
2 P-A 005
2 P-A 007

# 13d1ff7c
Energy: Lightning, Water
2 A1 183
2 A1 185
2 A2 050
1 A2 146
1 A2 147
1 A2 155
2 A2a 072
1 A2b 069
1 A3 066
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 1af099b0
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
2 A2 050
1 A2 154
2 A2a 072
1 A3 066
2 A3 144
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 1cdf216f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 225
2 A1a 056
2 A2 050
1 A2 146
2 A2 148
1 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# 2c7a6857
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A2 050
2 A2 146
1 A2 147
1 A2 154
1 A2a 070
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 2d791737
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A2 050
1 A2 078
2 A2 146
2 A2 147
1 A2 148
2 A2 154
2 P-A 005
2 P-A 007

# 3425feb2
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 225
2 A2 050
2 A2 147
2 A2a 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 48813e9e
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1a 056
2 A1a 068
2 A2 050
2 A2 146
2 A2 148
2 P-A 005
2 P-A 007

# 49b30eb3
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 225
2 A1a 056
2 A1a 068
2 A2 050
1 A2 146
1 A2 147
1 A2 154
2 P-A 005
2 P-A 007

# 5063e230
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
2 A2 050
1 A2 146
2 A2 147
1 A2 154
1 A2a 069
2 A2a 072
2 P-A 005
2 P-A 007

# 524b7884
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1a 056
2 A1a 068
2 A2 050
2 A2 146
1 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# 583ed75c
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A2 050
2 A2 146
1 A2 147
1 A2 148
1 A2 154
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 59ef0fcd
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 068
2 A2 050
2 A2 146
1 A2 147
1 A2 154
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 5e2eb4b5
