# 50b5b91e
Energy: Fire
1 A1 225
2 A2 027
2 A2 029
1 A2b 071
2 A3 016
2 A3 144
2 A3a 027
2 A4 032
2 A4 151
2 P-A 005
2 P-A 007

# 5f9958ce
Energy: Fire
1 A1 223
1 A1a 068
2 A2 027
1 A2 028
2 A2 029
2 A2 147
2 A3 016
2 A3 144
1 A3 155
2 A3a 027
2 P-A 005
2 P-A 007

# bb850554
Energy: Fire
1 A1 225
2 A2 027
2 A2 029
2 A3 016
2 A3 144
1 A3 155
2 A3a 027
2 A4 032
2 A4 151
2 P-A 005
2 P-A 007

# c19165ee
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 150
1 A2 154
1 A2 155
2 A3 016
2 A3 144
1 A3 151
1 A3 155
2 A3a 027
1 P-A 005
2 P-A 007
