# 325325d5
Energy: Lightning
1 A1 225
2 A2 147
2 A2 148
2 A2b 022
2 A2b 035
1 A2b 070
2 A2b 071
2 A2b 072
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 92b9653a
Energy: Lightning
1 A1 225
2 A2 147
1 A2 148
2 A2b 022
2 A2b 035
1 A2b 070
2 A2b 071
2 A2b 072
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# ab5d7a9f
Energy: Lightning
1 A1 223
2 A2 147
1 A2 148
1 A2 155
2 A2b 022
2 A2b 035
1 A2b 070
1 A2b 071
1 A2b 072
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# ac6ff53c
Energy: Lightning
1 A1 223
2 A2 147
2 A2 148
1 A2 155
2 A2b 022
2 A2b 035
1 A2b 070
1 A2b 071
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# e2119df6
Energy: Lightning
1 A1 103
1 A2 022
2 A2 147
1 A2 148
1 A2 155
2 A2b 022
2 A2b 035
2 A2b 069
2 A2b 071
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
