# 428d9941
Energy: Lightning, Water
1 A1 080
1 A1 083
2 A1 102
1 A1 183
1 A1 184
1 A1 185
1 A1 203
2 A1 206
2 A1 220
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 65732c4a
Energy: Lightning, Water
1 A1 080
1 A1 085
1 A1 086
2 A1 102
1 A1 110
1 A1 111
2 A1 206
2 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7b33c0bb
Energy: Lightning, Water
1 A1 080
1 A1 083
2 A1 102
1 A1 183
1 A1 184
1 A1 185
1 A1 203
2 A1 206
2 A1 220
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 905a4134
Energy: Lightning, Water
1 A1 080
1 A1 085
1 A1 086
2 A1 102
1 A1 110
1 A1 111
2 A1 206
2 A1 220
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
