# 32b0aba6
Energy: Metal
1 A1 224
2 A3 144
1 B1 219
2 B1 225
2 B1a 038
2 B1a 052
2 B2 145
2 B2a 007
2 B2a 009
2 P-A 005
2 P-A 007

# 36b71b03
Energy: Metal
2 A1 224
1 A1 225
1 A3 144
1 A4 153
1 A4 157
1 B1 219
1 B1 225
2 B1a 038
2 B1a 052
1 B2a 007
1 B2a 009
2 B2a 077
2 P-A 005
2 P-A 007

# 52e89841
Energy: Metal
2 A1 224
1 A1 225
1 A3 144
1 A4 092
1 B1 109
1 B1 219
2 B1 225
1 B1a 038
2 B1a 052
2 B2 145
1 B2a 007
1 B2a 009
2 P-A 005
2 P-A 007

# c16a0629
Energy: Metal
2 A1 224
1 A3 144
2 A4 092
1 A4 153
1 A4 157
2 B1 219
1 B1 225
2 B1a 052
1 B2a 007
1 B2a 009
2 B2a 077
2 P-A 005
2 P-A 007

# c9838557
Energy: Metal
2 A1 224
1 A2b 071
1 A3 144
2 A4 092
2 B1 219
1 B1 225
2 B1a 052
1 B2a 007
1 B2a 009
2 B2a 077
1 B2a 093
2 P-A 005
2 P-A 007

# e602c7d8
Energy: Metal
2 A1 224
1 A2 150
1 A3 144
2 B1 219
2 B1 225
2 B1a 038
2 B1a 052
1 B2a 007
1 B2a 009
2 P-A 001
2 P-A 005
2 P-A 007
