# 4b48386a
Energy: Grass
2 A1 219
1 A1 225
2 A1a 001
2 A1a 002
1 A2 150
1 A2a 073
1 A2b 069
2 A3 002
2 A3 147
1 A3 151
2 P-A 001
1 P-A 005
2 P-A 007

# 87f5ebb0
Energy: Grass
1 A1 022
2 A1 219
2 A1a 001
1 A1a 002
1 A2 146
1 A2b 072
2 A3 002
2 A3 147
2 A4 156
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 99ffbc35
Energy: Grass
2 A1 219
2 A1a 001
1 A1a 002
1 A2 146
1 A2 150
2 A3 002
2 A3 147
1 A3a 064
2 A4 156
1 A4a 023
1 P-A 001
2 P-A 005
2 P-A 007

# e3a65775
Energy: Grass
1 A1 046
2 A1 219
2 A1a 001
1 A1a 002
2 A2 147
2 A3 002
1 A3 151
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 063
