# 18eb5518
Energy: Psychic
2 A1 147
2 A1 224
1 A1a 044
2 A1a 045
1 A2 070
1 A2 072
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 7e5882c1
Energy: Fighting
2 A1 147
2 A1 224
1 A1a 044
2 A1a 045
1 A2 150
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# c250ad2d
Energy: Fighting
2 A1 147
2 A1 224
1 A1 225
2 A1a 045
1 A2 150
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# f018fe58
Energy: Fighting
2 A1 147
2 A1 224
2 A1a 045
1 A2 150
2 A3 144
2 A3 155
2 A3b 034
2 A3b 055
2 P-A 005
1 P-A 006
2 P-A 007
