# 05709ea6
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 187
2 A1 188
2 A1a 056
2 A1a 057
2 A1a 068
2 P-A 005
2 P-A 007

# 3243bc13
Energy: Lightning, Water
1 A1 183
1 A1 184
1 A1 185
1 A1 187
1 A1 188
1 A1 223
2 A1 225
2 A1a 056
1 A1a 057
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 334c4c1d
Energy: Lightning, Water
2 A1 183
1 A1 184
1 A1 185
2 A1 186
2 A1 187
1 A1 188
1 A1 225
2 A2 147
2 A2a 072
2 P-A 001
2 P-A 005
2 P-A 007

# 5982477b
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 187
2 A1 188
1 A1 223
1 A1a 056
2 A1a 057
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 6e8d13e6
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 A1 223
2 A1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 809eeb1a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 9fb0c7d7
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 A1 223
1 A1a 056
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# a2a37461
Energy: Lightning, Water
1 A1 183
1 A1 184
1 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 223
1 A1 225
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 072
1 A2b 072
1 P-A 001
1 P-A 005
2 P-A 007

# ad6d1dd7
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# b7da9a54
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# d0544aab
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
2 A1 187
2 A1 188
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
