# 1aa7cedb
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 039
1 A1 041
1 A1 047
1 A1 223
1 A1a 068
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 007

# 3c1fbc37
Energy: Fire
1 A1 036
1 A2 027
1 A2 029
1 A2 150
1 A2b 070
2 A3 144
1 A3 155
1 A4 157
2 B1 217
1 B1 223
1 B2a 016
1 B2a 017
1 B2a 018
1 B2b 007
1 B2b 008
2 P-A 005
1 P-A 007

# 4664e5fc
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 047
1 A1 225
1 A1a 010
1 A1a 011
2 A1a 068
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007

# 7bc88e27
Energy: Fire
2 A1 033
2 A1 034
2 A1 036
2 A1 047
2 A2 027
2 A2 028
2 A2 029
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007

# 92e834ae
Energy: Fire
2 A1 033
2 A1 034
2 A1 036
2 A1 047
2 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 P-A 005
2 P-A 007

# 9c200ea8
Energy: Fire
2 A1 033
2 A1 034
1 A1 036
1 A1 047
1 A1 223
1 A1 225
1 A1a 068
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 147
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# cc1b347e
Energy: Fire
1 A1 036
2 A1 047
2 A1 203
2 A2 023
2 A2 027
2 A2 028
2 A2 029
2 A2b 008
2 A2b 009
1 A2b 010
2 A2b 012

# dc3ed9ce
Energy: Fire
2 A1 033
2 A1 034
1 A1 036
1 A1 042
1 A1 043
1 A1 225
1 A1a 068
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 147
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007
