# 02da3f77
Energy: Fighting
2 A1 142
2 A2 089
2 A2 144
2 A2 147
2 A3 144
2 A4 156
2 B1 223
2 B2a 057
2 B2a 093
2 P-A 017

# 03101417
Energy: Fighting
2 A1a 042
2 A2 089
2 A2 144
2 A3 144
2 B1 225
1 B1a 055
2 B2a 057
1 B3 154
2 P-A 005
2 P-A 007
2 P-A 017

# 08419d22
Energy: Fighting
2 A1 141
1 A1 142
1 A1 225
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
1 B1 225
2 B2 145
2 B2a 057
1 P-A 005
2 P-A 007

# 20b888a0
Energy: Fighting
1 A1 225
2 A1a 041
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
1 B1 225
2 B2 145
2 B2a 057
1 P-A 005
2 P-A 007

# 494c0cf9
Energy: Fighting
1 A1 225
1 A1a 041
1 A1a 042
1 A1a 068
1 A2 088
1 A2 089
1 A2 144
1 A2 147
1 A2 148
1 A3 098
1 A3 101
1 A3 144
1 B1 223
1 B1 225
1 B2 150
1 B2a 057
1 B3 078
1 B3 147
1 P-A 005
1 P-A 007

# 54316b3a
Energy: Fighting
1 A1 142
1 A1 225
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
1 A3 155
2 B1 225
2 B2a 057
1 P-A 005
2 P-A 007
2 P-A 017

# 61d9724f
Energy: Fighting
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
2 B1 225
1 B1 226
1 B2 124
1 B2 147
2 B2a 057
2 P-A 007
2 P-A 017

# 6ab9c105
Energy: Fighting
1 A1 225
1 A1a 041
1 A1a 047
1 A1a 068
1 A2 088
1 A2 089
1 A2 091
1 A2 092
1 A2 144
1 A2 147
1 A2 150
1 A2b 070
1 A3 144
1 A4 102
1 B1 223
1 B1 225
1 B2a 056
1 B2a 057
1 P-A 005
1 P-A 007

# 6bb123de
Energy: Fighting
1 A1 154
1 A1 225
1 A1a 041
1 A1a 042
1 A1a 047
1 A2 088
1 A2 089
1 A2 144
1 A2 150
1 A3 144
1 A3 155
1 A4 102
1 B1 225
1 B2 145
1 B2 147
1 B2a 057
1 B3a 071
1 P-A 002
1 P-A 005
1 P-A 007

# 77d2c410
Energy: Fighting
1 A1 225
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2b 071
2 B1 225
2 B2a 055
2 B2a 057
1 B2a 091
1 B2a 093
2 P-A 005
2 P-A 007

# 8e01d248
Energy: Fighting
1 A1 223
2 A1a 041
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2 147
1 A2 150
1 A2b 070
2 A3 144
2 B1 225
2 B2a 057
2 P-A 007

# c2db4d21
Energy: Fighting
1 A1a 041
1 A1a 042
1 A2 088
1 A2 089
1 A2 091
1 A2 092
1 A2 144
1 A2 150
1 A3 144
1 A3 155
1 A4 101
1 A4 102
1 B1 223
1 B1 225
1 B2 145
1 B2a 057
1 B2a 091
1 B2a 093
1 P-A 005
1 P-A 007

# cda74240
Energy: Fighting
1 A1 225
2 A1a 041
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
1 A3 155
1 B1 223
1 B1 225
2 B2a 057
1 P-A 005
2 P-A 007

# d044a3c6
Energy: Fighting
2 A1 141
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
2 A2 148
1 A2 150
2 A3 144
2 B1 225
2 B2a 057
1 P-A 005
2 P-A 007

# d48bb4fd
Energy: Fighting
1 A1 142
1 A2 088
2 A2 089
2 A2 144
1 A2 147
1 A2 150
2 A3 144
2 B1 225
2 B2a 057
1 B2a 091
1 B2a 093
2 P-A 007
2 P-A 017

# d8a54b79
Energy: Fighting
2 A1 141
1 A1a 042
1 A2 088
2 A2 089
2 A2 144
1 A2 150
2 A3 144
2 A3 146
1 A3a 042
1 B1 225
2 B2a 057
1 P-A 005
2 P-A 007

# e2c8029c
Energy: Fighting
2 A1a 042
2 A2 089
2 A2 144
2 A3 144
2 B1 225
1 B1 226
1 B2 124
2 B2a 057
1 B3a 071
1 P-A 005
2 P-A 007
2 P-A 017
