# 0ce3e124
Energy: Metal
2 A1 224
1 A2 150
1 A4 124
2 A4 153
1 B1 121
2 B1 219
1 B1 225
2 B1a 038
2 B1a 051
1 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# 7d3b8a5a
Energy: Metal
1 A2 147
1 A2 150
1 A2a 075
1 A2b 070
2 A3 066
2 A4 066
1 B1 219
1 B1 223
2 B1a 038
1 B1a 051
2 B1a 052
1 P-A 002
2 P-A 005
2 P-A 007

# 8cffb597
Energy: Metal
2 A1 224
1 A2 150
2 A3 066
2 A4 066
2 A4 092
1 A4 157
2 B1 219
1 B1 225
1 B1a 051
1 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# 90bfab06
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
2 A2b 070
2 A4 066
2 A4 092
2 B1 219
1 B1 225
1 B1a 051
1 B1a 052
2 P-A 005
1 P-A 006
2 P-A 007

# b5b06391
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
1 A2b 070
2 A3 146
2 A4 092
1 A4 157
2 A4a 023
1 B1 219
1 B1a 051
1 B1a 052
2 P-A 005
1 P-A 006
2 P-A 007

# b6d51358
Energy: Metal
2 A1 224
1 A2 150
1 A3 066
2 A4 066
2 A4 092
1 A4 157
1 A4 160
2 B1 219
1 B1 225
2 B1a 051
1 B1a 052
2 P-A 005
2 P-A 007

# fabf4e07
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
2 A2a 075
1 A2b 069
1 A4 160
2 B1 219
1 B1 225
2 B1a 051
1 B1a 052
2 B2 148
2 P-A 007
2 P-B 021
