# 50dee6f7
Energy: Water
1 A1 223
1 A1 225
1 A2 150
1 A2a 072
1 A2b 071
2 A3 149
1 A4 066
2 A4a 023
2 B1 121
1 B1 225
1 B2 127
1 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 7e4a7004
Energy: Psychic
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A3 149
2 A4a 023
1 B1 119
2 B1 121
1 B1 225
1 B1a 069
1 B2 127
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 8a0f9211
Energy: Psychic
1 A1 223
2 A2b 071
1 A3 149
1 A3 151
1 A3a 064
1 A4 157
2 B1 121
2 B1 219
1 B1a 030
1 B1a 031
1 B1a 069
1 B2 127
1 B2 145
2 P-A 005
2 P-A 007

# a88b6119
Energy: Psychic
1 A1 211
1 A2 147
1 A2 150
1 A2 154
1 A2b 035
1 A2b 070
1 A2b 071
2 A3 149
1 A3b 057
2 B1 121
1 B1 219
1 B1 225
1 B2 127
1 B2 145
1 B2 154
2 P-A 005
1 P-A 007

# b1996e27
Energy: Psychic
2 A1 223
1 A2 150
1 A2b 070
1 A2b 071
1 A4 157
2 B1 121
1 B1 219
1 B1 225
1 B1a 069
1 B2 127
1 B2 155
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# d1897b4f
Energy: Psychic
1 A2 147
1 A2 150
2 A2b 070
2 A3 149
2 A4a 023
2 B1 121
1 B2 127
2 B2 145
1 B2 147
1 B2 154
1 B3 141
2 P-A 005
2 P-A 007
