# 34c50272
Energy: Darkness
1 A1 223
1 A1 225
2 A1a 015
1 A1a 068
1 A2 124
2 A2 147
1 A2 148
1 A2 150
2 A2b 047
1 A2b 070
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 056

# 54414567
Energy: Darkness
2 A1 223
2 A1a 015
1 A2 098
2 A2 147
1 A2 148
1 A2 150
2 A2b 047
1 A2b 070
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# d033ba22
Energy: Darkness
2 A1 223
1 A1 225
2 A1a 015
1 A2 132
2 A2 147
2 A2 148
1 A2 150
2 A2b 047
1 A2b 069
2 A2b 070
1 A2b 072
1 P-A 005
2 P-A 007

# f008a54a
Energy: Darkness
2 A1 223
1 A1 225
2 A1a 015
1 A2 147
1 A2 148
1 A2 150
1 A2a 073
2 A2b 047
1 A2b 069
1 A2b 070
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
