# 07f3e8ab
Energy: Lightning
1 A1 223
1 A1 225
1 A2 022
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 19dfaeec
Energy: Lightning
2 A1 223
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 2747359e
Energy: Lightning
1 A2 022
1 A2 147
2 A2 148
1 A2 150
1 A2 155
2 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 P-A 002
2 P-A 005
2 P-A 007

# 2cd0a8ad
Energy: Lightning
1 A2 022
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 369c9c8d
Energy: Lightning
1 A1 223
2 A1 225
1 A2 147
1 A2 148
1 A2b 071
2 A3a 019
2 A3a 021
2 A4 151
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3b30780d
Energy: Lightning
1 A1 223
1 A1 225
2 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 070
1 A2b 071
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 P-A 002
2 P-A 005
2 P-A 007

# 5ac4a8b9
Energy: Lightning
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
2 A3a 019
2 A3a 021
1 A3a 064
1 A4 066
1 A4 151
1 A4 158
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5b5321f9
Energy: Lightning
1 A1 223
1 A1 225
1 A2 147
2 A2 148
2 A2 150
1 A2b 070
2 A3a 019
2 A3a 021
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 60013082
Energy: Lightning
1 A1 223
1 A1 225
2 A2 147
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
2 A3a 019
2 A3a 021
1 A4 151
1 A4 158
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 618fd5d4
Energy: Lightning
2 A1 223
1 A1 225
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 P-A 002
2 P-A 005
2 P-A 007

# 6c925b27
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A2b 070
1 A2b 071
1 A3 151
2 A3a 019
2 A3a 021
2 A3a 065
2 P-A 002
2 P-A 005
2 P-A 007

# 7f1077b8
Energy: Lightning
1 A2 022
2 A2 148
1 A2 150
1 A2b 069
2 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8ef899cc
Energy: Lightning
2 A1 223
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007

# 947d7c66
Energy: Lightning
1 A2 022
1 A2 148
1 A2 150
1 A2b 069
2 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 A3a 065
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 9b1a4acf
Energy: Lightning
1 A1 223
1 A1 225
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 P-A 002
2 P-A 005
2 P-A 007

# ad18771e
Energy: Lightning
1 A1 223
1 A1 225
1 A2 150
1 A2b 070
1 A3 066
2 A3 146
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# cbb0a990
Energy: Lightning
2 A1 223
2 A2 147
1 A2 150
1 A2b 070
1 A2b 072
1 A3 151
2 A3a 019
2 A3a 021
2 A3a 064
1 P-A 001
1 P-A 005
2 P-A 006
2 P-A 007

# d635bb89
Energy: Lightning
2 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 071
2 A3a 019
2 A3a 021
1 A3a 064
1 A3a 065
2 P-A 001
2 P-A 005
2 P-A 007

# d812a23a
Energy: Lightning
1 A1 225
1 A2 147
2 A2 150
1 A2b 070
1 A2b 071
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
2 A3a 065
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# e18b2ed6
Energy: Lightning
2 A1 223
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 A3a 064
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# e514fcad
Energy: Lightning
2 A1 223
1 A1 225
2 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 070
1 A3 066
1 A3 151
2 A3a 019
2 A3a 021
1 P-A 002
2 P-A 005
2 P-A 007

# ff1a6ad3
Energy: Lightning
1 A1 223
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
2 A3a 019
2 A3a 021
1 A3a 064
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
