# 3595d7e2
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2b 070
1 A2b 072
2 A3 074
2 A3 075
1 A3b 028
1 A3b 034
2 A3b 055
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065

# 396d968c
Energy: Psychic
2 A1 225
1 A2 150
1 A2 155
2 A3 074
2 A3 075
1 A3b 028
1 A3b 033
2 A3b 034
2 A3b 055
1 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# 40c0a9dd
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
2 A3 074
2 A3 075
2 A3 144
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 61e6fbf5
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
2 A3 074
2 A3 075
2 A3 144
2 A3b 034
2 A4 134
2 P-A 005
2 P-A 007

# b59bbbed
Energy: Psychic
1 A1 225
1 A2 150
2 A3 074
2 A3 075
1 A3 151
1 A3a 064
1 A3b 028
2 A3b 034
1 A3b 056
1 A3b 066
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# e000ae22
Energy: Psychic
1 A1 225
2 A2 150
1 A2 155
2 A2b 072
2 A3 074
2 A3 075
1 A3 151
1 A3b 028
1 A3b 034
2 A3b 055
1 P-A 002
2 P-A 005
2 P-A 007
