# 17f87474
Energy: Grass
2 A1 021
2 A1 023
2 A1 186
2 A1 187
2 A1 188
2 A1 219
1 A1 223
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1dd3fe88
Energy: Water
2 A1 021
1 A1 023
1 A1 083
1 A1 092
2 A1 093
1 A1 186
1 A1 187
1 A1 188
2 A1 198
1 A1 202
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 43fec0df
Energy: Grass, Psychic
2 A1 021
2 A1 023
1 A1 129
2 A1 187
2 A1 188
1 A1 198
1 A1 219
1 A1a 003
1 A1a 032
2 A1a 057
2 P-A 002
1 P-A 005
2 P-A 007

# 69e22fa1
Energy: Grass
2 A1 021
2 A1 023
2 A1 186
2 A1 187
2 A1 188
1 A1 219
1 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 6fe110d3
Energy: Grass
2 A1 021
2 A1 023
2 A1 186
2 A1 187
2 A1 188
2 A1 219
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# b85287c8
Energy: Grass
1 A1 011
1 A1 012
1 A1 013
1 A1 021
1 A1 023
1 A1 029
1 A1 030
1 A1 186
1 A1 187
1 A1 188
1 A1 191
1 A1 192
1 A1 212
1 A1 213
1 A1 219
1 A1 223
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 007

# c9afa2cb
Energy: Grass, Water
1 A1 014
1 A1 015
1 A1 021
1 A1 023
1 A1 083
1 A1 092
2 A1 093
1 A1 186
1 A1 187
1 A1 188
2 A1 198
1 A1 202
1 A1 225
2 P-A 001
2 P-A 005
1 P-A 007

# e1718e44
Energy: Grass
1 A1 018
1 A1 019
1 A1 020
2 A1 021
2 A1 023
1 A1 186
1 A1 187
1 A1 188
2 A1 219
1 A1 223
1 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e684b536
Energy: Grass
2 A1 021
2 A1 023
2 A1 186
2 A1 188
2 A1 219
1 A2 146
2 A3 144
2 A3 147
1 P-A 002
2 P-A 005
2 P-A 007

# f93905b3
Energy: Grass
2 A1 021
2 A1 023
2 A1 187
2 A1 188
2 A1 219
1 A1 223
2 A1a 057
1 A1a 060
2 A1a 068
2 P-A 005
2 P-A 007

# fd12c2b6
Energy: Grass
2 A1 021
2 A1 023
2 A1 186
2 A1 187
2 A1 188
1 A1 219
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
