# 65768daf
Energy: Fire
1 A1 033
1 A1 034
1 A1 039
1 A1 041
1 A2 146
1 A2 154
1 A2b 010
1 A3 030
1 A3 142
1 A3b 012
1 A3b 013
1 A4 034
1 A4 157
1 A4a 010
1 B1 045
1 B1 046
2 P-A 005
2 P-A 007

# 949a8ff4
Energy: Fire
2 A1 033
2 A1 034
1 A1 039
1 A1 041
1 A1a 068
1 A2 146
1 A2 148
2 A2b 010
2 A2b 070
1 A2b 071
2 A2b 072
2 P-A 005
2 P-A 007

# b5fd401b
Energy: Fire
2 A1 034
1 A1 036
1 A1 039
2 A1 041
2 A1 047
1 A1 225
2 A2b 008
1 A2b 010
2 A2b 111
1 P-A 001
2 P-A 002
1 P-A 006
2 P-A 007

# f13945ac
Energy: Fire
1 A1 039
1 A1 041
1 A1 047
1 A1 223
1 A1 225
1 A1a 032
1 A1a 068
2 A2b 008
1 A2b 009
2 A2b 010
1 A3 144
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
