# 50ed4f5f
Energy: Psychic
2 A1 120
2 A1a 065
2 A2 063
1 A2 064
2 A2 065
1 A2 148
1 A2 150
1 A2 152
2 A2a 033
2 A3 144
2 P-A 005
2 P-A 007

# 5fbceb2e
Energy: Psychic
1 A1 120
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A2a 033
1 A3 084
2 A3 144
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 7141311d
Energy: Psychic
1 A1 120
1 A1 121
2 A1 225
2 A2 063
1 A2 064
2 A2 065
2 A2 152
1 A2a 033
1 A3 142
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 99b773b8
Energy: Psychic
2 A1 120
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 147
1 A2 152
2 A2a 033
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# e984da7d
Energy: Psychic
1 A1 120
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 146
2 A2 152
1 A2a 033
1 A3 077
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# f151477b
Energy: Psychic
1 A1 120
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 146
2 A2 147
2 A2 152
1 A2 155
1 A2a 033
2 A3 144
2 P-A 005
2 P-A 007
