# 05121c96
Energy: Lightning
2 A1 098
1 A2 147
1 A2 150
1 A3 066
1 A4 151
2 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 05454e47
Energy: Grass
2 A1 098
1 A1 225
1 A2 150
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
2 B2 124
1 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 0fd0f03d
Energy: Lightning
2 A1 098
1 A2 053
1 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 B2 017
1 B2 145
1 P-A 005
2 P-A 007

# 10da6131
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 147
1 B2b 069
1 P-A 005
2 P-A 007

# 1a4a7694
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 1efa3725
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
1 P-A 005
1 P-A 006
2 P-A 007

# 221d6caa
Energy: Lightning
2 A1 098
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 29f5b557
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 B1 223
2 B1 225
2 B1a 024
2 B1a 026
1 B2 017
2 P-A 005
2 P-A 007

# 2d771435
Energy: Fire, Lightning, Psychic
2 A1 098
2 A1 205
1 A1 225
1 A2 150
1 A2 155
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 065
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 34a4b19e
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
1 A2 150
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 B2 017
1 B2 145
1 B2 147
2 P-A 005
2 P-A 007

# 35985560
Energy: Lightning
2 A1 098
1 A1 225
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
1 B1 225
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 4a3fbbf4
Energy: Lightning
2 A1 098
1 A2 053
1 A2 147
2 A2 150
2 A3 066
1 B1 223
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 4da09b92
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
1 B1 223
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 4e564e2a
Energy: Grass
2 A1 098
1 A2 147
2 A2 150
2 A3a 007
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 P-A 002
2 P-A 005
2 P-A 007

# 500c6cec
Energy: Grass
2 A1 098
2 A2 051
1 A2 147
1 A2 150
2 A3b 006
1 B1 225
2 B1a 026
1 B1a 068
1 B2 017
1 B3 020
2 B3 155
2 P-A 005
2 P-A 007

# 50af1e9c
Energy: Lightning
2 A1 098
1 A1 225
2 A2 147
1 A2 150
2 A3 066
1 B1 225
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 53fd0e48
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
1 B1 223
1 B1 225
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 5861d383
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
1 A2 150
1 A2b 070
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 B2 017
1 B2 145
2 P-A 005
2 P-A 007

# 62253fcb
Energy: Lightning
2 A1 098
2 A1 205
1 A1 225
1 A2 150
1 A2 155
1 B1 109
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 62f77222
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
1 A3 151
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 6ac34acd
Energy: Lightning
2 A1 098
1 A1 205
1 A1 225
1 A2 150
1 A2 155
1 A3 066
1 B1 223
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 065
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 6cd54832
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
2 A3 066
2 B1 225
2 B1a 024
2 B1a 026
1 B2 017
2 B2 145
2 P-A 005
2 P-A 007

# 6d56db3e
Energy: Lightning
2 A1 098
1 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
1 B2 017
2 P-A 005
2 P-A 007

# 6e5f9a2e
Energy: Lightning
2 A1 098
2 A1 205
1 A1 225
1 A2 148
1 A2 150
1 A2 155
1 B1 225
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 065
1 B1a 068
1 B2 017
1 P-A 005
2 P-A 007

# 74f99d93
Energy: Lightning
2 A1 098
1 A2 053
1 A2 147
2 A2 150
2 A3 066
