# 153b35b9
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
1 A1a 030
2 A1a 047
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2b05ca01
Energy: Fighting
2 A1 154
2 A1 198
1 A1 223
1 A1 225
2 A1a 047
1 A2 146
1 A2 147
1 A2 148
2 A2 150
1 A2 155
2 P-A 002
2 P-A 005
2 P-A 007

# 2cc52be1
Energy: Fighting
2 A1 154
2 A1 198
1 A1 223
2 A1a 047
2 A2 150
1 A2 155
1 A2b 070
1 A2b 072
1 A3a 064
1 A4 102
1 B1 223
1 P-A 002
2 P-A 005
2 P-A 007

# 4659b04b
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 578d1c1e
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 5d0a9d29
Energy: Fighting
2 A1 154
2 A1 198
1 A1 225
2 A1a 047
1 A2 146
2 A2 147
1 A2 148
2 A2 150
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5d562d00
Energy: Fighting
2 A1 154
2 A1 198
1 A1 203
2 A1 223
2 A1 225
2 A1a 047
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 66ee7a9c
Energy: Fighting
2 A1 154
1 A1 155
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6a8a8def
Energy: Fighting
2 A1 154
2 A1 198
1 A1 203
1 A1 223
2 A1 225
2 A1a 047
1 A1a 068
2 A2 148
1 A2 150
2 P-A 002
2 P-A 005
2 P-A 007

# 716a28a1
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 A1a 060
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7536e22c
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1a 047
2 A2 146
1 A2 148
2 A2 150
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7b95b88b
Energy: Fighting
2 A1 154
1 A1 155
2 A1 198
1 A1 203
2 A1 223
2 A1 225
2 A1a 047
2 A1a 061
2 P-A 002
2 P-A 005
2 P-A 007

# 7bdd7017
Energy: Fighting
2 A1 154
2 A1 198
1 A1 225
2 A1a 047
2 A2 146
2 A2 148
2 A2 150
1 A2 155
2 P-A 002
2 P-A 005
2 P-A 007

# 8081e857
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8219ab99
Energy: Fighting
2 A1 154
2 A1 198
1 A1 225
2 A1a 047
1 A2 146
2 A2 148
2 A2 150
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 85fde5cf
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8ff8e28d
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 92a3a2dc
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 95021a4e
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
1 A1 225
2 A1a 047
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 111
2 P-A 002
2 P-A 007

# b5dd8c85
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
1 A1 225
2 A1a 047
2 A2 147
2 A2 150
1 A2 155
2 P-A 002
2 P-A 005
2 P-A 007

# b96c3f8c
Energy: Fighting
2 A1 154
2 A1 198
1 A1 223
2 A1 225
2 A1a 047
2 A1a 056
2 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# bf0b3cb2
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 A1a 060
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# bf1fa813
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 A2 147
2 A2 148
2 A2b 111
2 P-A 002
2 P-A 007

# bfc26c18
Energy: Fighting
2 A1 154
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c96f7eda
Energy: Fighting
2 A1 154
2 A1 198
1 A1 203
2 A1 223
2 A1 225
2 A1a 047
1 A1a 060
1 A1a 068
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# cfb9c5d3
Energy: Fighting
2 A1 154
2 A1 198
1 A1 223
1 A1 225
2 A1a 047
2 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2b 111
2 P-A 002
1 P-A 006
2 P-A 007

# e89505af
Energy: Fighting
2 A1 154
2 A1 198
1 A1 203
2 A1 223
2 A1 225
2 A1a 047
2 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# ea1e6660
Energy: Fighting
2 A1 154
2 A1 198
1 A1 203
2 A1 223
2 A1 225
2 A1a 047
2 A1a 060
2 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# f081018e
Energy: Fighting
2 A1 154
2 A1 155
2 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
