# 1ceb19ff
Energy: Metal
1 A1 225
1 A2 148
1 A2 150
1 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
2 B2 148
1 B2 154
2 B2b 048
2 P-A 005
2 P-A 007
2 P-A 079

# 2363c083
Energy: Metal
1 A1 225
1 A2 148
2 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
2 B2 148
1 B2 154
2 B2b 048
2 P-A 005
2 P-A 007
2 P-A 079

# de0b3e12
Energy: Metal
1 A1 225
1 A2 148
1 A2 150
1 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
1 B2 145
1 B2 148
1 B2 154
2 B2b 048
2 P-A 005
2 P-A 007
2 P-A 079

# f1643fd3
Energy: Metal
1 A2 150
2 A3a 062
2 A3a 069
1 A4 153
2 B1 225
1 B2 145
2 B2 148
1 B2 154
2 B2b 048
2 P-A 005
2 P-A 007
2 P-A 079
