# 0c432a15
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 147
2 A1 224
2 A1a 044
2 A1a 045
2 A1a 056
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 19d95a14
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 147
2 A1 154
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
1 A1a 068
2 P-A 005
2 P-A 007

# 3efb66ce
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 147
1 A1 150
2 A1 224
2 A1a 044
2 A1a 045
1 A1a 056
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 54397431
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 147
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
1 A1a 056
1 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# 6f9fd9dc
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 224
2 A1a 043
2 A1a 044
2 A1a 045
1 A1a 047
1 A1a 056
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 74d1e1c6
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
1 A1 154
2 A1 224
2 A1a 043
2 A1a 044
2 A1a 045
2 A1a 056
2 A1a 068
2 P-A 005
2 P-A 007

# 8189faeb
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
1 A1 147
1 A1 148
1 A1 149
1 A1 154
2 A1 224
2 A1 225
1 A1a 043
1 A1a 044
1 A1a 045
2 A1a 068
2 P-A 005
2 P-A 007

# 831b6696
Energy: Fighting
2 A1 005
2 A1 007
2 A1 147
1 A1 154
2 A1 198
1 A1 223
2 A1 224
2 A1 225
2 A1a 044
2 A1a 045
2 A1a 068

# 8b8fea00
Energy: Fighting
1 A1 005
1 A1 006
1 A1 007
2 A1 147
1 A1 149
1 A1 224
2 A1a 044
1 A1a 045
2 A1a 056
2 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
