# 0a720721
Energy: Grass
2 A1 022
2 A1 219
1 A1 225
2 A1a 001
1 A2 146
1 A2a 073
2 A3 002
2 A3 147
1 A3 151
2 P-A 001
2 P-A 005
2 P-A 007

# 15ccdd52
Energy: Grass
2 A1 022
2 A1 219
2 A1a 001
1 A2 146
1 A2 150
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
1 B2 145
1 P-A 005
2 P-A 007

# 34850c6c
Energy: Grass
1 A1 022
2 A1 219
2 A1a 001
1 A2 146
1 A2 150
2 A2a 001
2 A2a 074
2 A3 002
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# 34f34760
Energy: Grass
2 A1 022
2 A1 219
1 A1 225
2 A1a 001
1 A2 022
2 A2a 073
1 A2b 069
2 A3 002
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# 5090d0b8
Energy: Grass
1 A1 022
2 A1 219
2 A1a 001
1 A2 150
2 A3 002
2 A3 147
1 A3a 064
2 A4 156
1 A4a 023
1 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007

# 53c0f911
Energy: Grass
1 A1 022
1 A1 203
1 A1 219
1 A1 225
2 A1a 001
1 A2 022
1 A2 146
1 A2 155
1 A2b 060
1 A2b 061
2 A3 002
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# 555127d9
Energy: Grass
2 A1 022
2 A1 219
2 A1a 001
1 A2 146
1 A2a 073
2 A2b 070
2 A2b 072
2 A3 002
2 A3 147
2 P-A 005
2 P-A 007

# 5f40866b
Energy: Grass
1 A1 022
1 A1 219
2 A1a 001
2 A2 146
2 A3 002
2 A3 147
1 A3 151
1 A4 032
1 A4 066
2 A4 156
1 A4 158
2 P-A 005
2 P-A 007

# 74ce9da2
Energy: Grass
2 A1 021
1 A1 022
1 A1 026
2 A1 219
2 A1 225
1 A1a 068
1 A2 150
1 A2 155
1 A2b 070
1 A3 002
2 A3 147
1 A3 154
2 P-A 005
2 P-A 007

# 7758e236
Energy: Grass
1 A1 022
1 A1 219
1 A1a 001
1 A1a 068
1 A2 017
1 A2 018
1 A2 146
1 A2b 005
1 A2b 069
1 A3 002
1 A3 147
1 A3 151
1 A3a 008
1 A3a 064
1 A4 156
1 A4 158
1 A4a 007
1 P-A 005
1 P-A 006
1 P-A 007

# 86244b37
Energy: Grass, Water
1 A1 022
2 A1 219
2 A1a 001
1 A2 146
1 A2 147
1 A2a 001
2 A2a 072
1 A2a 073
2 A3 002
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# 94834f0a
Energy: Grass
2 A1 022
2 A1 219
2 A1a 001
1 A2a 073
2 A3 002
2 A3 147
2 A4 156
2 A4 158
1 P-A 005
2 P-A 006
2 P-A 007

# bda67101
Energy: Grass
1 A1 022
2 A1 219
1 A1 225
2 A1a 001
2 A2 146
2 A2 147
1 A2 155
1 A2a 073
2 A2b 069
2 A3 002
1 P-A 005
1 P-A 006
2 P-A 007

# d09b91d7
Energy: Grass
1 A1 022
2 A1 219
2 A1a 001
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# e79766cb
Energy: Grass
1 A1 022
2 A1 219
1 A1 225
2 A1a 001
1 A2 150
1 A2 155
1 A3 002
1 A3 018
1 A3 019
1 A3 020
1 A3 144
2 A3 147
1 A3 154
2 P-A 005
2 P-A 007
