# 3bf07fc0
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
1 A3 155
2 B1 225
1 B2 017
2 B2 145
2 B3b 001
2 B3b 002
2 B3b 003
1 P-A 005
2 P-A 007

# 3d7665a4
Energy: Grass
2 A1 219
1 A2 150
2 A3 147
1 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
2 P-A 007

# 54d70501
Energy: Grass
1 A1 219
1 A2 150
2 A3 147
2 B1 225
2 B1a 067
1 B2 017
1 B3 147
2 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
2 P-A 007

# af000e36
Energy: Grass
1 A1 087
1 A1 089
1 A2 150
2 A3 144
1 A3 147
1 A3a 007
2 B1 225
1 B2 017
1 B3 147
1 B3 153
2 B3b 001
1 B3b 002
2 B3b 003
1 P-A 005
2 P-A 007

# f7c44100
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
1 A3a 007
1 B1 225
1 B1a 067
1 B2 017
2 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 P-A 002
2 P-A 007
