# 05bb14cd
Energy: Metal
1 A1 223
1 A1a 068
2 A2 148
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 1230a188
Energy: Metal
1 A1 223
2 A1a 068
2 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 25e4bc3d
Energy: Metal
1 A1 223
1 A1 225
1 A1a 068
1 A2 150
1 A2 155
1 A3 149
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 2704bbfb
Energy: Metal
2 A1 223
1 A1a 068
2 A2 148
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 A4 158
2 P-A 005
2 P-A 007
2 P-A 079

# 2bf41081
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
1 A2 147
1 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 4588c688
Energy: Metal
2 A1 223
1 A1a 068
1 A2 148
1 A2 155
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 48d7bd37
Energy: Metal
1 A1 223
1 A1 225
1 A1a 068
1 A2 147
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 A4 158
2 P-A 005
2 P-A 007
2 P-A 079

# 4ad3501f
Energy: Metal
1 A1 225
2 A1a 068
1 A2 150
1 A2b 071
1 A2b 072
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 4ed517c2
Energy: Metal
2 A1a 068
2 A2 147
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 52ea5c20
Energy: Metal
1 A1 223
1 A1a 068
1 A2 147
2 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 5f181ee5
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
1 A2 155
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 64e4dd7f
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
2 A2 148
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 6ad585e9
Energy: Metal
1 A1 225
2 A1a 068
2 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 6b866a40
Energy: Metal
1 A1 223
1 A1a 068
2 A2 147
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 7d4bbe73
Energy: Metal
1 A1 223
2 A1a 068
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 B1 225
2 P-A 005
2 P-A 007
2 P-A 079

# 939731f3
Energy: Metal
1 A1 225
1 A1a 068
1 A2 150
1 A2 155
2 A3 149
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# a34af150
Energy: Metal
2 A1 223
1 A1a 068
2 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# ad5899a4
Energy: Metal
1 A1 223
2 A1a 068
2 A2 148
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 A4 101
2 P-A 005
2 P-A 007
2 P-A 079

# b5fbdfdb
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
1 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# cf5f9981
Energy: Metal
2 A1 223
2 A1a 068
2 A2 148
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# daad7d24
Energy: Metal
1 A1 223
1 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
1 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# e0f49edc
Energy: Metal
2 A1 223
1 A1a 068
1 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# ee7f924a
Energy: Metal
2 A1 223
2 A1a 068
1 A2 148
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# fbdb00b3
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079
