# 26c3f3eb
Energy: Grass
2 A1 021
1 A1 219
2 A1a 002
2 A1a 004
2 A1a 006
1 A1a 068
1 A2 146
1 A2 147
1 A2 150
1 A3 024
2 A3 144
2 P-A 005
2 P-A 007

# 356b1903
Energy: Grass, Lightning
2 A1 219
2 A1a 001
2 A1a 002
2 A1a 006
1 A2 146
2 A3 066
2 A3 144
1 A3 147
2 P-A 005
2 P-A 007
2 P-A 027

# 45e9d654
Energy: Grass
2 A1 026
1 A1 203
2 A1 219
2 A1a 001
2 A1a 002
1 A1a 004
1 A1a 005
1 A1a 006
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 4647d93a
Energy: Grass
2 A1 219
2 A1 223
2 A1 225
2 A1a 001
2 A1a 002
2 A1a 004
1 A1a 005
1 A1a 006
2 P-A 001
2 P-A 005
2 P-A 007

# 63ab50e5
Energy: Grass
2 A1 005
2 A1 219
1 A1 223
1 A1 225
2 A1a 001
2 A1a 002
2 A1a 005
1 A1a 006
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 027

# 6f6a2b24
Energy: Grass
2 A1 219
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 004
1 A1a 005
1 A1a 006
2 A1a 009
2 A2 146
2 A2 147
2 P-A 005
2 P-A 007

# 9d2945d2
Energy: Grass
2 A1 219
2 A1a 001
2 A1a 002
2 A1a 006
1 A2b 069
1 A3 002
2 A3 144
2 A3 147
2 P-A 005
2 P-A 007
2 P-A 027

# b2ff04c4
Energy: Grass
2 A1 021
2 A1 219
1 A1 225
2 A1a 002
1 A1a 004
1 A1a 005
1 A1a 006
1 A1a 068
1 A2 008
1 A2 009
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 005
2 P-A 007

# e2448f00
Energy: Grass
1 A1 016
1 A1 017
2 A1 219
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 005
1 A1a 006
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 027

# f949c9bd
Energy: Grass
2 A1a 001
2 A1a 002
1 A1a 004
1 A1a 005
1 A1a 006
2 A2 022
2 A2 146
1 A2 147
2 A2 148
2 A2 150
2 P-A 005
2 P-A 007

# ff20604d
Energy: Grass
2 A1 021
1 A1 219
1 A1 225
2 A1a 002
2 A1a 004
2 A1a 006
2 A1a 009
1 A2b 069
2 A3 144
1 A3 147
2 P-A 005
2 P-A 007
