# 1768e557
Energy: Metal
1 A1 225
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
1 A3b 034
1 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 1a47be75
Energy: Metal
1 A2 150
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
1 B1 225
2 B2 148
2 P-A 005
2 P-A 007

# 26e0a578
Energy: Metal
1 A1 225
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 32b2bae7
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A3b 034
1 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 33546a63
Energy: Metal
1 A2 148
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
1 A3a 064
2 A3b 034
2 A4 134
2 P-A 005
2 P-A 007

# 375ec059
Energy: Metal
1 A1 225
1 A2 150
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 391eddaf
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 39460233
Energy: Metal
1 A1 225
1 A2 155
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 3d562c07
Energy: Metal
1 A1 225
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 A3b 034
2 A3b 067
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# 40f27e5e
Energy: Metal
1 A1 225
2 A2 111
1 A2 147
2 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3b 034
1 A3b 055
2 P-A 005
2 P-A 007

# 453dd6a8
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
1 A3 016
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A3a 027
1 A3b 034
1 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 4cfc8415
Energy: Metal
1 A1 225
1 A2 147
1 A2 155
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
1 A3b 055
1 A3b 056
2 P-A 005
2 P-A 007

# 4f09c51a
Energy: Metal
1 A1 225
1 A2 155
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
1 A3b 055
1 A3b 056
1 A3b 067
2 P-A 005
2 P-A 007

# 519a377d
Energy: Metal
1 A1 225
1 A2 146
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 151
2 A3a 026
2 A3a 027
1 A3b 034
1 A3b 055
2 P-A 005
2 P-A 007

# 537e8ab4
Energy: Metal
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 53c1c402
Energy: Metal
1 A2 111
1 A2 119
1 A2 146
1 A2 147
1 A2 148
1 A2b 069
1 A2b 070
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 A3b 034
1 A3b 055
2 P-A 005
2 P-A 007

# 5e79533b
Energy: Metal
1 A1 225
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
2 A3 155
2 A3b 034
2 A4 134
2 P-A 005
2 P-A 007

# 64fcf201
Energy: Metal
1 A1 225
1 A2 155
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 8bec110c
Energy: Metal
1 A1 225
1 A2 146
1 A2 150
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 151
2 A3a 026
2 A3a 027
1 A3b 034
1 A3b 055
1 P-A 005
2 P-A 007

# 8dec3fa0
Energy: Metal
2 A1 206
2 A2 146
1 A2 150
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3b 034
1 A3b 067
2 P-A 005
2 P-A 007

# 97c9a394
Energy: Metal
1 A1 225
1 A2 111
1 A2 147
1 A2 148
1 A2b 070
1 A3 085
1 A3 086
1 A3 122
1 A3 144
1 A3 151
1 A3 155
1 A3b 034
1 A4 124
1 A4 134
1 A4 153
1 A4 160
2 P-A 005
2 P-A 007

# b4487f42
Energy: Metal
2 A1 225
1 A1a 061
1 A2 147
1 A2 155
2 A3 085
2 A3 122
2 A3 123
2 A3 144
1 A3 155
1 A3b 034
1 A3b 067
2 P-A 005
2 P-A 007

# b6a21977
Energy: Metal
1 A1 225
1 A2 155
1 A3 016
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A3a 027
1 A3b 034
1 A3b 055
