# 0025e0c6
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 005ca35d
Energy: Grass
2 A1 225
1 A3 147
2 B1 015
2 B1 016
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 B2 153
2 P-A 005
2 P-A 007

# 0462bb75
Energy: Grass
1 A1 219
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 0581a3e3
Energy: Grass
1 A1 225
2 A3 147
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
2 P-A 005
2 P-A 007

# 06e341da
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
2 B1 015
2 B1 016
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 079e95ca
Energy: Grass
1 A1 223
1 A1 225
2 A3 147
1 A3a 064
2 B1 015
2 B1 016
1 B1 225
2 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 007

# 07f8992f
Energy: Grass
1 A1 219
1 A1 225
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 0823b5f5
Energy: Grass
2 A1 225
1 A2 155
1 A3 147
2 A3a 008
1 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 0a2a16d4
Energy: Grass
2 A1 225
1 A2 155
1 A3 147
1 A3a 008
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 0aac1e47
Energy: Grass
1 A1 219
1 A1 225
2 A3 147
2 B1 015
2 B1 016
2 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
2 P-A 007

# 0ba632cd
Energy: Grass
2 A3 147
2 B1 015
2 B1 016
2 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 0bb19c8b
Energy: Grass
1 A1 225
1 A2 150
1 A3 147
2 B1 015
2 B1 016
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 150
1 B3 153
2 P-A 005
2 P-A 007

# 0d6033e0
Energy: Grass
1 A1 027
1 A1 219
1 A1 225
1 A3 147
1 A3a 007
1 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 0e4f5401
Energy: Grass
1 A1 225
1 A2 150
1 A2b 070
1 A3 147
1 A4 017
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
1 B1a 007
2 B1a 067
1 P-A 002
1 P-A 005
2 P-A 007

# 0f7142c7
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 006
2 P-A 007

# 0fd2f24f
Energy: Grass
1 A1 223
1 A1 225
1 A2 150
1 A2 155
1 A3 147
1 A3a 007
1 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 1047b88e
Energy: Grass
1 A1 225
1 A3 147
1 A3a 007
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
2 P-A 005
2 P-A 007

# 122ec916
Energy: Grass
2 A1 027
1 A1 225
1 A2 150
1 A3 147
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 017
1 B2 153
1 P-A 005
2 P-A 007

# 145e4e48
Energy: Grass
1 A1 225
1 A3 147
2 A3a 008
2 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 14cf49ff
Energy: Grass
1 A1 223
1 A1 225
1 A2 150
1 A2 155
1 A3 147
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 1538b1d7
Energy: Grass
2 A1 225
1 A2b 069
1 A3 147
2 B1 015
2 B1 016
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
1 P-A 006
2 P-A 007

# 158c021c
Energy: Grass
1 A3 147
1 A3 151
2 B1 015
2 B1 016
2 B1 109
1 B1 225
2 B1 226
2 B1a 005
2 B1a 006
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007

# 16645d2d
Energy: Grass
1 A1 223
1 A2 150
1 A2b 070
1 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
1 P-A 006
2 P-A 007

# 16e55a41
Energy: Grass
1 A2 150
1 A2b 070
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 153
1 B3 153
2 P-A 007

# 17236302
Energy: Grass
2 A1 219
1 A1 225
1 A2b 071
1 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
1 P-A 005
1 P-A 007

# 1a4f24f7
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3a 008
1 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 1b7c2533
Energy: Grass
1 A1 219
1 A1 225
1 A2 155
1 A3 147
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 002
1 P-A 005
2 P-A 007

# 1c2ecabe
Energy: Grass
1 A1 225
1 A2b 071
2 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 153
1 P-A 005
2 P-A 007

# 1cdf46c0
Energy: Grass
1 A1 225
1 A2 150
1 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 017
1 B2 153
1 P-A 005
2 P-A 007

# 1da890d9
Energy: Grass
1 A1 219
2 A1 225
1 A2 155
1 A3 147
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
2 P-A 007

# 1dfb7f40
Energy: Grass
2 A1 225
1 A3 147
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
2 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 1e261cdd
Energy: Grass
1 A1 219
1 A2 150
2 A3 147
2 B1 015
2 B1 016
2 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 153
2 P-A 005
1 P-A 007

# 2011ea3f
Energy: Grass
1 A1 225
1 A2 150
1 A3 147
1 A3a 008
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 2098f874
Energy: Grass
1 A1 225
1 A2 150
1 A2 155
2 A3a 008
1 B1 015
1 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 B2 147
1 B2 153
1 P-A 005
2 P-A 007

# 20ecf39d
Energy: Grass
1 A1 219
1 A1 225
2 A3 147
2 B1 015
2 B1 016
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 B3 153
1 P-A 002
2 P-A 007

# 24631605
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A2b 071
1 A3 147
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 007

# 25d6ed72
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
1 A3 147
1 A3a 008
2 B1 015
2 B1 016
1 B1 225
1 B1 226
2 B1a 005
2 B1a 006
2 B1a 067
1 P-A 005
