# 50c0903c
Energy: Metal
1 A1 225
2 A2 147
1 A2 150
1 A2b 070
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3a 046
1 A3a 047
2 P-A 005
2 P-A 007

# 5a8ed9b3
Energy: Metal
2 A2 147
1 A2 155
1 A2b 070
2 A3 085
1 A3 118
2 A3 122
2 A3 144
2 A3a 046
1 A3a 047
1 A3a 069
2 P-A 005
2 P-A 007
1 P-A 079

# e0f100d2
Energy: Metal
1 A2 119
1 A2 146
1 A2 147
1 A2b 070
1 A2b 072
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 A3a 046
1 A3a 047
1 A3b 034
1 A3b 055
2 P-A 005
2 P-A 007

# e10a344d
Energy: Metal
2 A2b 070
2 A2b 071
2 A3 085
2 A3 086
2 A3 117
1 A3 122
1 A3 144
1 A3 155
1 A3a 047
2 A3a 064
2 P-A 005
2 P-A 007

# fa73661e
Energy: Metal
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3a 046
2 A3a 047
2 P-A 005
2 P-A 007
