# 0e0f6f39
Energy: Water
1 A1 220
1 A1a 068
1 A2 049
1 A2 146
2 A2 147
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 0f7c3b73
Energy: Water
1 A1 087
1 A1 088
1 A1 089
2 A1 220
1 A1a 068
1 A2 049
1 A2 146
1 A2 150
1 A2 155
1 A2a 072
2 A3 049
2 A3 097
1 A3 144
2 P-A 005
2 P-A 007

# 163ad12f
Energy: Water
2 A1 220
1 A1 225
2 A2 049
1 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 146
2 A3a 042
1 A3a 069
1 P-A 005
2 P-A 007

# 178e7e4b
Energy: Water
1 A1 220
1 A1a 068
1 A2 049
2 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 A3a 064
2 P-A 005
2 P-A 007

# 17e6212a
Energy: Water
2 A1 220
2 A1 225
1 A2 049
2 A2 147
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 191a607b
Energy: Water
1 A1a 068
1 A2 049
2 A2 147
1 A2 148
2 A2 150
2 A2a 072
2 A2b 071
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 1d81ffc9
Energy: Water
2 A1 220
1 A1 225
2 A1a 068
2 A2 049
1 A2 147
1 A2 148
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 24d2e98c
Energy: Water
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 148
1 A2 150
2 A2a 072
2 A2b 071
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 2600a853
Energy: Water
1 A1 087
1 A1 088
1 A1 089
2 A1 220
1 A1a 068
1 A2 049
1 A2 146
1 A2 147
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
1 A3 144
2 P-A 005
2 P-A 007

# 26772bd9
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 150
2 A2a 072
2 A2b 071
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 2ce62ff8
Energy: Water
2 A1 225
1 A1a 019
2 A1a 061
1 A1a 068
2 A2 049
2 A2a 072
1 A2b 070
2 A3 049
2 A3 097
1 A3 146
2 P-A 005
2 P-A 007

# 4a342abe
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 070
1 A2b 072
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 4e7ced4a
Energy: Water
2 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 150
2 A2a 072
1 A2b 070
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 5322de1d
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 P-A 005
2 P-A 007

# 546a1032
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 54f636df
Energy: Water
2 A1 220
1 A1 225
1 A2 049
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 60d61a2b
Energy: Water
2 A1 220
1 A1 225
2 A2 049
1 A2 050
1 A2 146
1 A2 147
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 6388946c
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 150
2 A2a 072
1 A2b 070
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 73aee284
Energy: Water
1 A1 220
1 A1a 068
2 A2 049
2 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
1 A3 146
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 74ebde82
Energy: Water
2 A1 220
1 A1 225
1 A2 049
2 A2 147
1 A2 150
1 A2 155
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# 7f745d8d
Energy: Water
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 A3a 064
1 P-A 001
2 P-A 005
2 P-A 007

# 8295bb95
Energy: Water
2 A1 220
1 A1 223
1 A1 225
1 A2 049
1 A2 146
2 A2 148
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 843ec633
Energy: Water
1 A1 220
1 A1 225
1 A2 049
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 072
1 A2b 070
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 85130fa7
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
2 A2 049
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 851fc2b1
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 87179278
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 88cc72b5
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# 8a01f746
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
2 A2 147
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# 8d6b822f
Energy: Water
2 A1 220
1 A1 225
2 A1a 068
1 A2 049
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 P-A 005
2 P-A 007

# 9189cbab
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
2 A2 049
2 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 146
2 P-A 005
2 P-A 007

# 95696c85
Energy: Water
1 A1 220
1 A1a 068
2 A2 049
1 A2 147
1 A2 148
1 A2 150
2 A2a 072
1 A2b 070
2 A3 049
2 A3 097
2 A3 146
2 P-A 005
2 P-A 007

# 9e6ed7d8
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
2 A2 148
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# a85109c6
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 148
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 A3a 064
2 P-A 005
2 P-A 007

# b457300b
Energy: Water
1 A1 220
1 A2 049
2 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 A3a 064
1 A4 157
2 P-A 005
2 P-A 007

# b45b43df
Energy: Water
2 A1 220
1 A1 225
1 A2 049
2 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# b493784a
Energy: Water
2 A1 220
1 A1 223
1 A1 225
1 A2 049
1 A2 146
2 A2 148
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# bc812965
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# ced10ef6
Energy: Water
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 150
1 A2 155
1 A2a 072
1 A2b 069
1 A2b 071
2 A3 049
2 A3 097
1 A3 146
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# d308bc6d
Energy: Water
2 A1 220
1 A1 225
2 A2 049
1 A2 146
2 A2 147
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
1 A3a 064
1 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# d78e25a1
Energy: Water
2 A1 220
1 A1 225
2 A2 049
2 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
1 A3 151
1 P-A 001
2 P-A 005
2 P-A 007

# e25ae732
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
1 A2 150
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
1 A3 146
2 P-A 005
1 P-A 006
2 P-A 007

# e8a5354a
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 150
1 A2 155
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# e91f0f68
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
2 A2 148
1 A2 150
1 A2 155
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
2 P-A 007

# ea1e2a73
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 151
1 P-A 005
1 P-A 006
2 P-A 007

# ebc73b7b
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
2 A2 148
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# ed8e4b2f
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A2 049
1 A2 146
2 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# eedf230c
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# f46d93ee
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
2 A2 147
1 A2 148
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
1 P-A 006
2 P-A 007

# f69168ca
Energy: Water
2 A1 220
2 A1 225
1 A2 049
2 A2 147
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 P-A 001
2 P-A 005
2 P-A 007

# f949f436
Energy: Water
1 A1 220
1 A1 225
1 A1a 068
1 A2 049
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 P-A 005
2 P-A 007

# facdb280
Energy: Water
2 A1 220
1 A1 225
1 A1a 068
2 A2 049
1 A2 146
2 A2 148
1 A2 150
2 A3 049
2 A3 097
1 A3 146
1 A3a 064
1 P-A 005
1 P-A 006
2 P-A 007
