# 18830995
Energy: Metal
1 A1 198
1 A1 201
1 A1 223
1 A1 225
1 A1a 068
1 A2 006
1 A2 007
1 A2 015
1 A2 111
1 A2 115
1 A2 119
1 A2 125
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 P-A 001
1 P-A 005
1 P-A 007

# 570b9151
Energy: Water
1 A1 225
2 A1a 068
2 A2 006
2 A2 007
2 A2 050
2 A2 124
2 A2 125
2 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# 75613aae
Energy: Metal
1 A1 179
1 A1 180
1 A1 198
1 A1 201
1 A1 223
1 A1a 068
1 A2 006
1 A2 007
1 A2 111
1 A2 119
1 A2 120
1 A2 125
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 001
1 P-A 005
1 P-A 006
1 P-A 007

# 88d290f1
Energy: Water
1 A1 201
1 A1 225
1 A1a 068
1 A2 006
1 A2 007
1 A2 049
2 A2 050
1 A2 125
2 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# cae0535f
Energy: Metal
2 A1 201
1 A1 225
2 A2 006
2 A2 007
2 A2 119
2 A2 125
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# ccb73207
Energy: Metal
2 A1 201
1 A1 225
1 A1a 068
2 A2 006
2 A2 007
1 A2 022
2 A2 119
2 A2 125
2 A2 147
1 A2 148
2 A2 154
2 P-A 007

# fc6772cb
Energy: Metal
1 A1 225
1 A1a 068
2 A2 006
2 A2 007
2 A2 119
2 A2 124
2 A2 125
2 A2 147
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007
