# 05aa0de5
Energy: Water
1 A1 053
1 A1 054
1 A1 055
1 A1 083
1 A1 087
1 A1 089
1 A1 091
1 A1 220
1 A1 225
1 A2 050
1 A2 147
1 A2 150
1 A2 155
1 A2a 072
1 A2b 069
1 A3 144
1 A4a 023
1 P-A 005
1 P-A 006
1 P-A 007

# 1cf31a99
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1a 019
1 A1a 061
2 P-A 005
2 P-A 007

# 1fe7db3d
Energy: Water
2 A1 053
1 A1 054
2 A1 055
1 A1 087
1 A1 089
1 A1 225
1 A2 050
1 A2 150
1 A2 155
1 A2a 072
1 A2b 069
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# 2f51bff0
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
1 A1 220
1 A1 225
1 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 39105291
Energy: Water
1 A1 053
1 A1 054
1 A1 055
1 A1 062
1 A1 063
1 A1 087
1 A1 088
1 A1 089
1 A1 198
2 A1 220
1 A1 223
2 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 431efa0c
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 6cd77889
Energy: Water
1 A1 053
1 A1 054
1 A1 055
1 A1 078
1 A1 087
1 A1 088
1 A1 089
2 A1 220
1 A1a 017
1 A1a 068
1 A2 050
2 A2 147
2 A2a 072
2 P-A 005
2 P-A 007

# 8ea1ae1b
Energy: Water
1 A1 053
1 A1 054
1 A1 055
1 A1 087
1 A1 088
1 A1 089
1 A1 220
1 A1 225
1 A2 050
1 A2 146
1 A2a 072
1 A3 045
1 A3 047
1 A3 048
1 A3 144
1 A4 151
1 A4a 023
1 P-A 002
1 P-A 005
1 P-A 007

# 93249603
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# 935ab4e3
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
1 A1a 056
2 P-A 005
2 P-A 007

# 9667f84b
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# c37846dc
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 P-A 002
2 P-A 005
2 P-A 007

# d2581222
Energy: Water
2 A1 053
2 A1 054
2 A1 055
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007
