# 30042248
Energy: Darkness
2 A1 176
2 A1 177
1 A1 203
2 A1 222
1 A1 225
1 A1a 068
1 A2 150
1 A2 155
1 A2b 070
2 A3 112
2 A3 146
2 P-A 005
2 P-A 007

# 906f878a
Energy: Darkness
2 A1 176
2 A1 177
2 A1 222
1 A1a 068
1 A2 147
2 A2b 070
2 A3 112
1 A3 146
1 A3 151
2 A3a 042
2 P-A 005
2 P-A 007

# e2cbd6f9
Energy: Darkness
2 A1 176
2 A1 177
2 A1 222
1 A1a 068
2 A2b 070
2 A3 112
2 A3 146
1 A3 151
2 A3a 042
2 P-A 005
2 P-A 007

# efa99661
Energy: Darkness
2 A1 176
2 A1 177
1 A1 222
1 A1 225
1 A1a 068
1 A2 150
1 A2 155
2 A3 112
2 A3 146
2 A3a 042
2 P-A 005
1 P-A 006
2 P-A 007
