# 0031c70d
Energy: Lightning, Water
1 A1 088
2 A1 089
1 A3 010
1 A3 012
1 A3 066
2 A3 144
2 B1 071
1 B1 177
2 B1 225
1 B2b 066
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 00874ca6
Energy: Lightning
2 A1 087
1 A1 088
2 A1 089
1 A2 148
1 A3 010
1 A3 012
2 A3 066
2 A3 144
2 B1 225
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 018711c9
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 148
1 A3 010
1 A3 012
1 A3 066
2 A3 144
2 B1 225
1 B2 045
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 02443e4e
Energy: Water
1 A1 088
2 A1 089
1 A3 012
2 A3 144
1 A3a 003
2 B1 071
1 B1 177
2 B1 225
1 B2 147
1 B2b 069
2 P-A 002
2 P-A 005
2 P-A 007

# 02618552
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
2 A2 148
1 A3 010
1 A3 012
1 A3 066
2 A3 144
1 B1 177
2 B1 225
1 B2b 069
1 P-A 002
2 P-A 005
1 P-A 007

# 04ee07e0
Energy: Grass, Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
2 B1 225
1 B1a 065
2 B2 147
1 B2b 066
1 B2b 069
1 P-A 002
2 P-A 005
1 P-A 007

# 0556532d
Energy: Water
1 A1 088
2 A1 089
1 A2 148
1 A3 010
1 A3 012
2 A3 144
2 B1 071
2 B1 109
2 B1 225
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 08cfac89
Energy: Water
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
2 B1 071
1 B1 177
2 B1 225
1 B2b 069
1 B3 148
1 B3a 071
1 P-A 002
2 P-A 005
2 P-A 007

# 095d9fa8
Energy: Grass, Water
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
2 B1 071
2 B1 109
2 B1 225
1 B2 147
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 0a028a23
Energy: Lightning, Water
1 A1 088
2 A1 089
1 A3 012
1 A3 066
2 A3 144
1 A3a 003
2 B1 071
2 B1 109
2 B1 225
1 B2 147
1 B2b 069
1 P-A 002
2 P-A 005
1 P-A 007

# 0a1c7560
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
1 A3 012
1 A3 066
2 A3 144
1 A3a 003
1 B1 177
2 B1 225
1 B2b 069
2 P-A 002
2 P-A 005
2 P-A 007

# 0abcc3e0
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
2 B1 225
1 B1a 065
1 B2 147
1 B2b 066
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 0b0a34ca
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
1 A3 066
2 A3 144
1 B1 177
2 B1 225
1 B2 145
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 0d0482d9
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
1 B1 177
2 B1 225
1 B2 124
1 B2 147
1 B2a 093
1 P-A 002
2 P-A 005
2 P-A 007

# 0f5556c2
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
1 A4a 067
2 B1 109
2 B1 225
1 B2 147
1 B2b 069
2 P-A 005
2 P-A 007

# 0fbb9058
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 066
2 A3 144
1 B1 177
2 B1 225
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 1096880c
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
2 A3 144
2 B1 109
2 B1 225
1 B2 147
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 10ed2ba3
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
1 A3 010
1 A3 012
1 A3 066
2 A3 144
2 B1 225
1 B1a 065
1 B2 147
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 162d6c3d
Energy: Lightning, Water
2 A1 087
1 A1 088
2 A1 089
1 A2 150
1 A3 010
1 A3 012
1 A3 066
