# 00e115d1
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2b 035
1 A3 144
1 A4a 067
2 B1 225
2 B2 073
1 B2 145
1 B2 155
2 P-A 005
2 P-A 007

# 0245ce95
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 0af5e089
Energy: Psychic
1 A1 088
2 A1 089
2 A2 150
1 A2b 035
1 A3 144
2 B1 071
1 B1 101
2 B1 225
2 B2 073
1 B2 147
1 B2 155
2 P-A 005
2 P-A 007

# 0d878bfd
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2b 035
2 A3 144
1 A3 151
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 120750bc
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
2 A2 154
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 1230d6fd
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
1 A2 155
1 A2b 035
2 A3 144
1 A4a 067
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 13a05c80
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 14c6ee59
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
1 A2 148
2 A2 150
1 A2b 035
1 A3 144
1 B1 072
1 B1 225
2 B2 073
1 B2 145
1 B2 155
2 P-A 005
2 P-A 007

# 19051d00
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A1 225
2 A2 148
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 1b1a166f
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2b 066
2 B2b 069
2 P-A 005
2 P-A 007

# 1e59dba6
Energy: Psychic
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 071
1 B1 072
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 1ecaaf3b
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 147
1 B2 155
2 P-A 005
2 P-A 007

# 24310c12
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 147
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 25f7966d
Energy: Psychic
2 A1 087
2 A1 089
1 A2 150
1 A3 084
2 A3 144
1 B1 109
1 B1 121
2 B1 225
2 B2 073
1 B2 147
1 B3b 064
2 P-A 005
2 P-A 007

# 27a960b4
Energy: Psychic
2 A1 087
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 145
1 B2 155
2 P-A 005
2 P-A 007

# 29090305
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2 155
1 A2b 035
1 A3 144
1 A4a 067
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 2b89c3eb
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
2 B2 145
1 B2 155
2 P-A 005
2 P-A 007

# 2f6851a8
Energy: Psychic, Water
2 A1 087
2 A1 089
2 A1a 068
2 A2 150
1 A2b 035
2 A3 144
1 A4a 067
2 B1 225
2 B2 073
2 P-A 005
2 P-A 007

# 31f6b7ee
Energy: Psychic
2 A1 087
2 A1 089
1 A2 150
1 A3 084
2 A3 144
1 B1 109
1 B1 121
2 B1 225
2 B2 073
1 B3 148
1 B3b 064
2 P-A 005
2 P-A 007

# 37a7ce5d
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
1 A2 148
2 A2 150
1 A3 084
1 A3 144
1 B1 121
1 B1 225
2 B2 073
1 B2 147
1 B2 155
2 P-A 005
2 P-A 007

# 3aa5cc4e
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
2 A2 150
1 A2b 035
1 A3 084
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 3d9c807c
Energy: Psychic
2 A1 087
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 47be54c4
Energy: Psychic
2 A1 087
2 A1 089
1 A2 150
1 A2b 070
1 A3 080
2 A3 144
2 B1 225
2 B2 073
2 B2 155
1 B3 150
2 P-A 005
2 P-A 007

# 4aa61fd3
Energy: Psychic, Water
2 A1 087
1 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 145
2 P-A 005
2 P-A 007

# 4d586037
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 4f954c5d
Energy: Darkness
2 A1 087
1 A1 088
2 A1 089
1 A2 147
2 A2 148
1 A2 150
1 A3 144
1 B1 121
1 B1 225
2 B2 073
1 B2 145
2 B2 154
1 P-A 005
2 P-A 007

# 53ffa400
Energy: Psychic
2 A1 087
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
1 A3 084
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 556fa78e
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2 155
1 A2b 035
1 A3 144
1 B1 101
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 55dba0e0
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
1 A2b 035
1 A3 080
2 A3 144
1 B1 225
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 59e45449
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
1 A1 223
2 A2 150
1 A2b 035
1 A3 144
1 B1 101
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 5c97ff64
Energy: Psychic
2 A1 087
2 A1 089
1 A1 225
2 A2 148
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 145
2 P-A 005
2 P-A 007

# 5cacebbd
Energy: Psychic
2 A1 087
2 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 62bd45eb
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
1 A2 148
1 A2 150
1 A2b 035
1 A2b 071
1 A3 144
1 A4a 067
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 68230387
Energy: Psychic
2 A1 087
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 692838cc
Energy: Psychic
2 A1 087
2 A1 089
2 A2 148
1 A2 150
1 A2b 035
2 A3 144
1 A4a 067
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 6957ae1c
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
2 A2 150
2 A3 144
2 B1 225
2 B2 073
1 B2 155
1 B3 147
1 B3b 031
2 P-A 005
2 P-A 007

# 6c260920
Energy: Psychic
2 A1 087
2 A1 089
1 A2 148
2 A2 150
1 A2b 035
2 A3 144
1 A3 151
1 B1 225
2 B2 073
1 B2 147
1 B2 155
2 P-A 005
2 P-A 007

# 6d1510bb
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 145
2 P-A 005
2 P-A 007

# 710af355
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
1 A2b 035
1 A2b 071
2 A3 144
2 B1 225
1 B2 070
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 737804b0
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2b 035
1 A3 080
1 A3 144
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 75a52ed6
Energy: Psychic
2 A1 087
2 A1 089
1 A2 147
1 A2 148
2 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 7835fe99
Energy: Psychic
2 A1 087
2 A1 089
1 A2 150
1 A3 084
2 A3 144
1 B1 121
2 B1 225
2 B2 073
1 B3 078
1 B3 148
1 B3b 064
2 P-A 005
2 P-A 007

# 7fc9e3db
Energy: Psychic
1 A1 087
1 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2b 035
2 A3 144
1 B1 071
2 B1 225
2 B2 073
2 B2 145
2 P-A 007

# 84a960e0
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2 155
1 A2b 035
1 A3 144
2 B1 225
2 B2 073
1 B2 145
1 B2 155
2 P-A 005
2 P-A 007

# 8f201401
Energy: Psychic
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2 155
1 A2b 035
1 A3 144
1 B1 223
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 98bcf614
Energy: Psychic
2 A1 087
2 A1 089
2 A2 148
1 A2 150
1 A2 154
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 9a52b25e
Energy: Psychic
2 A1 089
2 A2 150
1 A2b 035
1 A3 080
2 A3 144
2 B1 071
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 9c18696f
Energy: Psychic
2 A1 087
2 A1 089
2 A2 150
1 A2b 035
1 A3 080
2 A3 144
2 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 9c7a9686
Energy: Psychic
2 A1 087
2 A1 089
1 A2 148
2 A2 150
1 A2 155
1 A2b 035
2 A3 144
2 B1 225
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

