# 0cd677da
Energy: Fighting
1 A1 139
1 A1 140
2 A1 151
2 A1 153
2 A1 195
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 0eda4789
Energy: Fighting
2 A1 139
2 A1 140
1 A1 151
1 A1 153
1 A1 154
2 A1 195
1 A1 223
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 1d3691cb
Energy: Fighting
1 A1 124
1 A1 125
1 A1 139
1 A1 140
1 A1 142
1 A1 151
1 A1 153
1 A1 195
1 A1 198
1 A1 210
1 A1 218
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007
1 P-A 017
1 P-A 022

# 21c03169
Energy: Fighting
2 A1 151
2 A1 153
2 A1 154
2 A1 195
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 24062243
Energy: Fighting
1 A1 151
1 A1 153
1 A1 155
1 A1 186
2 A1 187
1 A1 188
2 A1 195
1 A1 203
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 022

# 31a89adf
Energy: Fighting
2 A1 139
2 A1 140
1 A1 151
1 A1 153
2 A1 193
2 A1 195
2 A1 203
1 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 33af3f71
Energy: Fighting
2 A1 151
2 A1 152
1 A1 153
2 A1 154
1 A1 155
2 A1 195
1 A1 223
2 A1 225
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 365e53d2
Energy: Fighting
2 A1 151
2 A1 153
2 A1 195
1 A1 225
2 A2 147
1 A2 150
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 57445933
Energy: Fighting
2 A1 151
2 A1 153
2 A1 195
1 A1a 047
1 A1a 068
2 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 597fc6ff
Energy: Fighting
2 A1 151
2 A1 152
1 A1 153
2 A1 193
