# 0c78c8bf
Energy: Metal
1 A1 225
1 A2a 075
1 A4 153
2 B1 173
2 B1 174
2 B1 219
1 B1 223
1 B1 225
2 B1a 041
2 B1a 053
1 P-A 002
2 P-A 005
2 P-A 007

# 11275559
Energy: Metal
2 A1 181
1 A2 148
2 A2a 042
2 A2b 070
2 A4 157
2 B1 174
2 B1 219
1 B1 225
2 B1a 053
2 P-A 005
2 P-A 007

# b3c8ffd8
Energy: Metal
2 A1 181
1 A1 182
1 A2 150
2 A2a 042
1 B1 174
2 B1 219
1 B1 225
2 B1a 053
2 B2 148
1 B2 150
1 B2 153
2 P-A 005
2 P-A 007

# d59909f1
Energy: Metal
2 A1 181
1 A1 182
1 A1 225
1 A2 150
2 A2a 042
1 A2a 075
1 A4 153
1 B1 174
2 B1 219
1 B1 223
1 B1 225
2 B1a 053
2 P-A 005
2 P-A 007
