# 23d2cb5a
Energy: Fire
1 A1 225
1 A2 146
2 A2 147
1 A2b 071
1 A3 029
2 A3 030
1 A3 032
2 A3 033
1 A3 131
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 680b32fa
Energy: Fire
1 A1 225
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
1 A2b 071
1 A3 029
2 A3 030
1 A3 032
2 A3 033
1 A3 131
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 8e363326
Energy: Fire
1 A2 146
2 A3 028
2 A3 029
2 A3 030
1 A3 032
2 A3 033
2 A3 131
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# c3f74615
Energy: Fire
1 A1 225
1 A2 147
1 A2 148
1 A2b 069
1 A2b 071
1 A3 028
2 A3 029
2 A3 030
1 A3 032
2 A3 033
2 A3 131
2 A3 144
1 A3 155
2 P-A 007
