# 0d62b12b
Energy: Psychic
1 A1 116
1 A1 117
1 A1 119
1 A1 125
1 A1 127
1 A1 225
1 A2 148
1 A2b 029
1 A2b 070
1 A3 069
1 A3 144
1 A4 073
1 B1 225
1 B2 145
1 B2b 028
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# 1887637f
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 118
2 A1 119
2 A1 225
2 P-A 001
2 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 1b6d6d0c
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 118
1 A1 119
1 A1 124
1 A1 125
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1b7f8b94
Energy: Psychic
2 A1 115
2 A1 116
1 A1 117
2 A1 118
2 A1 119
2 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 627e77e2
Energy: Psychic
2 A1 115
2 A1 116
1 A1 117
2 A1 118
2 A1 119
2 A1 124
1 A1 125
2 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a008e0e8
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 118
2 A1 119
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# b54f54a8
Energy: Psychic
2 A1 115
2 A1 116
1 A1 117
2 A1 118
2 A1 119
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# c43e231a
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 118
2 A1 119
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# cde38a97
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 118
2 A1 119
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# de61be40
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 118
1 A1 119
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# dfa45b77
Energy: Psychic
2 A1 115
1 A1 116
1 A1 117
2 A1 118
2 A1 119
2 A1 124
1 A1 125
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
