# 1db0978b
Energy: Water
2 A1 087
2 A1 089
2 A1a 068
1 A2 147
1 A2 150
1 A2 155
1 A2a 071
1 A2a 072
2 A3 144
1 A4a 020
2 A4a 023
2 P-A 005
2 P-A 007

# 250a88af
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 072
1 A2b 035
2 A3 144
1 A4 151
1 A4a 020
2 P-A 005
2 P-A 007

# 592ba920
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 A1a 068
1 A2 150
1 A4a 020
2 A4a 067
2 P-A 005
2 P-A 007

# 75c4f2d2
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1 091
2 A1 225
1 A2 147
1 A2 155
1 A2b 069
1 A2b 071
2 A3 144
1 A4 157
1 A4a 020
2 P-A 005
2 P-A 007

# a425fb61
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 072
1 A2b 035
2 A3 144
1 A3a 064
1 A4a 020
2 P-A 005
2 P-A 007

# a4a055ff
Energy: Water
2 A1 087
2 A1 089
1 A1 220
1 A2 146
1 A2 147
1 A2 150
1 A2a 071
2 A2a 072
1 A2b 071
2 A3 144
1 A4a 020
1 A4a 067
2 P-A 005
2 P-A 007

# d032484f
Energy: Water
2 A1 087
2 A1 089
2 A1 220
1 A2 049
1 A2 147
1 A2 150
2 A2a 072
2 A3 144
1 A3 151
1 A4a 020
1 A4a 067
2 P-A 005
2 P-A 007

# e2120f09
Energy: Water
1 A1 087
2 A1 089
1 A1 220
1 A2 150
1 A2a 072
2 A3 144
1 A4a 020
1 A4a 023
1 A4a 067
1 B1 071
1 B1 223
1 B1 225
1 B2 145
1 B2a 037
2 P-A 005
2 P-A 007

# f1ad04b2
Energy: Water
2 A1 087
2 A1 089
2 A1 223
2 A2 147
1 A2 148
1 A2 150
2 A2a 072
2 A3 144
1 A4a 020
1 B1 225
2 P-A 005
2 P-A 007

# f36b86fa
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 072
1 A2b 035
1 A2b 072
2 A3 144
1 A4a 020
2 P-A 005
2 P-A 007
