# 0c577acd
Energy: Fighting
1 A1 225
1 A2 068
1 A2 088
2 A2 089
1 A2 095
2 A2 144
1 A2 150
1 A2b 069
2 A3 144
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 16afcefc
Energy: Fighting
1 A2 068
1 A2 069
2 A2 089
1 A2 095
2 A2 144
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
1 B1 223
2 P-A 005
2 P-A 007

# 63207a58
Energy: Fighting
1 A2 068
1 A2 088
2 A2 089
2 A2 095
2 A2 144
1 A2 150
1 A2b 071
2 A3 144
2 A3b 034
2 A4 134
2 P-A 005
2 P-A 007

# a049b6d5
Energy: Fighting
1 A1 225
1 A2 068
1 A2 069
1 A2 089
1 A2 095
1 A2 144
1 A2 147
1 A2b 070
1 A2b 071
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
1 A3b 055
1 A3b 056
1 P-A 005
2 P-A 007

# a2a16e07
Energy: Fighting
1 A1 225
1 A2 068
1 A2 088
2 A2 089
1 A2 095
2 A2 144
1 A2 150
2 A3 144
2 A3b 034
2 A3b 055
1 P-A 002
2 P-A 005
2 P-A 007

# da5227e4
Energy: Fighting
1 A1 225
1 A2 068
1 A2 069
1 A2 089
1 A2 095
1 A2 144
1 A2 147
1 A2b 070
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
1 A3b 055
1 A3b 056
2 P-A 005
2 P-A 007
