# 040ffbc3
Energy: Lightning, Water
2 A1 183
1 A1 185
1 A2 147
2 A2a 072
2 A3 144
2 A3 146
1 A3 155
1 A3b 052
1 A3b 053
2 A4 034
2 P-A 005
1 P-A 006
2 P-A 007

# 35e7e0d9
Energy: Lightning, Water
2 A1 183
1 A1a 068
2 A2 146
1 A2 154
2 A3 144
2 A3a 021
2 A3b 053
2 A4 034
2 A4 151
2 P-A 005
2 P-A 007

# 3d575633
Energy: Lightning, Water
1 A1 185
2 A1a 068
1 A2 147
2 A3 144
2 A3b 051
1 A3b 052
1 A3b 053
2 A4 034
1 A4 066
1 A4 149
1 A4 151
1 A4 158
2 P-A 005
2 P-A 007

# 5c223bca
Energy: Lightning, Water
2 A1 183
2 A2 146
1 A2 154
2 A3 144
2 A3a 021
2 A3b 053
2 A4 034
2 A4 151
1 A4 157
2 P-A 005
2 P-A 007

# 670baa19
Energy: Lightning, Water
1 A1 225
1 A1a 068
1 A2 147
2 A2a 072
2 A3 144
2 A3b 051
1 A3b 052
2 A3b 053
1 A4 032
2 A4 034
2 P-A 005
1 P-A 006
2 P-A 007

# 8fb02feb
Energy: Lightning, Water
1 A1 225
1 A2 150
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
2 A4 034
1 A4 066
2 A4 151
1 A4 157
2 P-A 005
2 P-A 007

# 93702c83
Energy: Lightning, Water
1 A1 225
1 A1a 068
1 A2 155
2 A3 144
1 A3 151
1 A3 155
2 A3b 051
1 A3b 052
2 A3b 053
2 A4 034
1 A4 066
1 A4 157
2 P-A 005
2 P-A 007

# 94771e4b
Energy: Lightning, Water
2 A1 183
1 A1 185
2 A1a 068
2 A2 147
2 A3 144
2 A3b 053
1 A4 032
2 A4 034
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# a46740ac
Energy: Lightning, Water
1 A1 184
1 A1 225
1 A1a 068
1 A2 146
1 A2 147
2 A3 144
1 A3a 064
2 A3b 051
2 A3b 053
2 A4 034
2 A4 066
2 P-A 005
2 P-A 007

# b21e1595
Energy: Water
1 A1 185
1 A1a 068
1 A2 148
2 A3 144
1 A3a 064
2 A3b 051
2 A3b 053
1 A4 034
2 A4 066
2 A4 157
1 P-A 002
2 P-A 005
2 P-A 007

# bf530801
Energy: Lightning, Water
1 A2 146
1 A2 154
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
2 A4 034
2 A4 151
2 A4 157
2 P-A 005
2 P-A 007

# c57830bd
Energy: Lightning, Water
1 A1 185
1 A2 146
2 A3 144
2 A3b 051
2 A3b 053
1 A4 034
1 A4 066
2 A4 157
1 A4a 023
1 B1 223
1 B1 225
2 P-A 002
1 P-A 005
2 P-A 007

# e70c1ea9
Energy: Fire, Lightning, Water
2 A1a 056
1 A1a 068
1 A2b 069
2 A3 144
1 A3 155
2 A3b 051
2 A3b 053
2 A4 034
1 A4 151
1 A4 157
1 A4 158
2 P-A 005
2 P-A 007
