# 00a9ea33
Energy: Grass
1 A2 150
1 A3 155
2 B1 225
1 B1a 065
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
2 P-A 007

# 047f43a7
Energy: Grass
1 A1 219
1 A2 150
2 B1 225
1 B1a 065
1 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
1 P-A 005
2 P-A 007

# 066a3caa
Energy: Grass
1 A2 150
1 A3 147
1 A3 155
2 B1 177
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 153
1 P-A 002
2 P-A 007

# 06e44788
Energy: Grass
1 A2 150
1 A3 147
2 B1 109
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 07aad89c
Energy: Grass
1 A2 150
1 A3 147
1 B1 109
2 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 09ad693a
Energy: Grass
1 A1 219
1 A2 150
2 B1 177
2 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
1 P-A 007

# 09c39b5d
Energy: Grass
1 A1 219
1 A2 150
1 A3 144
2 A3 147
1 A3a 007
2 B1 225
1 B1a 067
1 B2 017
2 B2 145
2 B3 005
1 B3 006
1 B3 007
1 B3 008
1 B3 153
2 P-A 007

# 09e08819
Energy: Grass
1 A2 150
1 A2b 070
1 A3 147
2 B1 109
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
2 P-A 007

# 0a214b99
Energy: Grass
1 A1 219
2 A2 148
1 A2 150
2 A3 144
1 A3a 007
1 A3a 008
1 B1 109
2 B1 225
2 B3 005
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 0be101e7
Energy: Grass
1 A1 225
2 A2 148
1 A2 150
1 A3 144
2 B1 109
1 B1 225
1 B1a 067
1 B2 017
1 B2 147
2 B3 005
1 B3 006
1 B3 007
1 B3 008
1 B3 153
1 P-A 002
2 P-A 007

# 0ce6e1dd
Energy: Grass
1 A2 150
1 A3 147
2 B1 109
1 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 0cf8823f
Energy: Grass
1 A1 219
2 A2 150
1 A3 144
1 A3 147
1 A3a 007
2 B1 225
1 B2 017
2 B3 005
1 B3 006
1 B3 007
1 B3 008
2 B3 153
2 P-A 002
2 P-A 007

# 0d012925
Energy: Grass
1 A2 150
1 A3 155
2 B1 225
1 B1a 065
1 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
1 P-A 005
2 P-A 007

# 0dce5300
Energy: Grass
1 A1 219
1 A2 150
1 A2 155
1 A3 147
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 0f451e46
Energy: Grass
1 A2 150
1 A3 155
2 B1 109
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 0ff4dfc8
Energy: Grass
1 A1 225
1 A2 150
1 A3 147
2 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 1037b3fd
Energy: Grass
1 A1 219
1 A2 150
2 A3 147
1 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 153
1 P-A 002
1 P-A 005
2 P-A 007

# 109a9ac8
Energy: Grass
1 A2 150
1 A3 147
1 A3 155
1 B1 109
2 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 109e84d1
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
1 A3 147
1 B1 225
1 B1a 067
1 B2 017
1 B2 145
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 153
2 P-A 005
2 P-A 007

# 1120f19e
Energy: Grass
1 A1 219
1 A2 150
2 B1 177
1 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 1203eeb6
Energy: Grass
1 A1 219
1 A2 150
1 A3 147
1 A3a 007
1 B1 225
2 B1a 067
1 B2 145
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 121b0fbe
Energy: Grass
1 A1 219
1 A2 150
2 A3 144
1 A3 147
1 B1 225
1 B1a 067
1 B2 017
1 B3 004
2 B3 005
1 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
2 P-A 007

# 139906e7
Energy: Grass
1 A1 219
1 A2 150
2 A3 144
1 A3 147
2 A3a 007
2 B1 225
2 B3 005
1 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
2 P-A 007

# 1702fe49
Energy: Grass
1 A1 219
1 A2 150
1 A2 155
1 A3 147
1 B1 177
1 B1 225
2 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 196569b2
Energy: Grass
1 A1 219
1 A2 150
2 A3 144
1 A3 147
1 A3 155
2 B1 225
1 B1a 067
1 B2 017
1 B3 004
2 B3 005
1 B3 006
1 B3 007
1 B3 008
1 B3 153
1 P-A 005
2 P-A 007

# 1b58b731
Energy: Grass
1 A2 150
1 A2b 070
1 A3 147
1 B1 177
2 B1 225
1 B1a 065
1 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
2 B3 153
1 P-A 002
2 P-A 007

# 1db2ac41
Energy: Grass
1 A1 219
1 A2 150
1 A3 147
1 B1 109
1 B1 225
2 B1a 067
1 B2 017
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
2 P-A 007

# 1ecedcdc
Energy: Grass
2 A2 150
1 A2b 070
1 A3 144
1 A3 147
1 A3 155
1 A3a 007
1 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
2 B3 008
2 B3 153
2 P-A 007

# 1ed25365
Energy: Grass
1 A1 219
1 A2 150
1 A3 147
1 B1 177
2 B1 225
1 B1a 067
1 B3 004
2 B3 005
2 B3 006
1 B3 007
1 B3 008
1 B3 147
2 B3 153
1 P-A 002
2 P-A 007

