# 336f40b7
Energy: Fire
1 A1 045
2 A1a 068
1 A2 025
1 A2 146
1 A2 147
1 A2 150
2 A2b 069
1 A3b 008
1 A3b 055
1 A4 031
1 A4 134
1 A4 158
1 A4a 008
1 A4a 009
2 P-A 005
2 P-A 007

# 6ad0bb2b
Energy: Fire
1 A1 045
1 A1 225
1 A2 025
1 A2 147
2 A3 037
2 A3 150
1 A3b 008
1 A4 031
1 A4 134
1 B1 223
2 B1 225
1 B2 145
1 B2 147
1 P-A 005
1 P-A 006
2 P-A 007

# ccf18742
Energy: Fire
1 A1 045
1 A1 225
1 A1a 068
1 A2 025
1 A2 026
2 A2 146
1 A2 147
1 A2 148
1 A2 155
1 A3b 008
1 A3b 055
1 A4 031
1 A4 134
1 A4 158
1 A4a 008
2 P-A 005
2 P-A 007
