# 14128e16
Energy: Water
2 A1 220
1 A1a 068
2 A2 147
1 A2 150
2 A2a 072
2 A2b 018
2 A2b 019
2 A4a 020
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 417eea62
Energy: Water
1 A1a 068
1 A2 147
2 A2 150
1 A2a 072
2 A2b 018
2 A2b 019
2 A4 151
2 A4a 020
2 A4a 023
1 A4a 067
2 P-A 005
2 P-A 007

# 6cf9537e
Energy: Water
1 A1 220
1 A1 225
1 A2 146
1 A2 150
2 A2a 072
2 A2b 018
2 A2b 019
1 A4 059
1 A4 151
2 A4a 020
2 A4a 023
2 P-A 005
2 P-A 007

# 729f7468
Energy: Water
1 A1 220
1 A2 147
1 A2a 072
2 A2b 018
2 A2b 019
1 A4 151
2 A4a 020
2 A4a 023
2 A4a 067
1 B1 223
2 B1 225
2 P-A 005
1 P-A 007

# 73f4b821
Energy: Water
1 A1 220
1 A1a 068
2 A2 050
2 A2 147
1 A2 150
1 A2 154
2 A2a 072
2 A2b 018
2 A2b 019
2 A4a 020
2 P-A 005
2 P-A 007

# a9e76272
Energy: Water
2 A1 220
1 A2 146
1 A2 155
2 A2a 072
2 A2b 018
2 A2b 019
1 A2b 071
1 A3a 064
2 A4a 020
2 A4a 023
2 P-A 005
2 P-A 007

# c01d7428
Energy: Water
1 A1 220
1 A1a 068
2 A2 147
1 A2 150
2 A2a 072
2 A2b 018
2 A2b 019
2 A4a 020
2 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# dc21452a
Energy: Water
1 A1 220
1 A1a 068
2 A2 147
1 A2 150
1 A2 154
2 A2a 072
2 A2b 018
2 A2b 019
2 A4a 020
2 A4a 023
2 P-A 005
2 P-A 007
