# 32996726
Energy: Psychic
1 A2 150
1 A3 080
2 A3 144
1 B1 225
2 B2 155
2 B3 065
2 B3 066
2 B3 069
1 B3 070
2 B3 071
2 P-A 005
2 P-A 007

# 628c5d53
Energy: Psychic
1 A2 150
1 A3 144
2 B1 225
1 B2 070
2 B2 155
2 B3 065
2 B3 066
2 B3 069
1 B3 070
2 B3 071
2 P-A 005
2 P-A 007

# 769af557
Energy: Psychic
1 A2 150
1 A3 080
1 A3 144
1 B1 109
1 B1 120
1 B1 223
1 B1 225
1 B2 070
1 B2 145
1 B2 155
1 B2a 052
1 B2a 053
1 B3 065
1 B3 066
1 B3 069
1 B3 070
1 B3 071
1 B3 148
1 P-A 005
1 P-A 007

# 827b771e
Energy: Psychic
1 A2 150
1 A3 144
1 A4 157
2 B1 225
1 B2 155
1 B2a 093
2 B3 065
2 B3 066
2 B3 069
1 B3 070
2 B3 071
2 P-A 005
2 P-A 007

# a28ea7b2
Energy: Psychic
1 A2 150
1 B1 121
1 B1 223
1 B1 225
2 B2 155
2 B3 065
2 B3 066
2 B3 069
2 B3 070
2 B3 071
2 P-A 005
2 P-A 007

# d97f407b
Energy: Psychic
1 A2 150
1 A2b 035
1 A3 144
1 B1 223
2 B1 225
1 B2 155
2 B3 065
2 B3 066
2 B3 069
1 B3 070
2 B3 071
2 P-A 005
2 P-A 007
