# 2f8e4582
Energy: Metal
1 A1 216
1 A1a 032
2 A1a 068
2 A2 119
1 A2 144
1 A2 147
1 A2 155
1 A2a 042
1 A2a 057
1 A2a 071
2 A2a 075
2 P-A 001
2 P-A 005
2 P-A 007

# 31626cc0
Energy: Metal
1 A1a 068
2 A2 119
2 A2 147
1 A2a 042
1 A2a 057
2 A2a 075
2 A2b 070
2 A2b 071
2 A2b 072
1 P-A 001
2 P-A 005
2 P-A 007

# 4b14dff3
Energy: Metal
1 A1 225
2 A1a 068
1 A2 086
2 A2 113
2 A2 114
2 A2 119
2 A2 145
1 A2 146
1 A2 150
1 A2a 057
1 A2a 071
2 P-A 005
2 P-A 007

# 5944e5e4
Energy: Metal
1 A1 225
1 A1a 068
2 A2 022
1 A2 086
2 A2 119
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2a 057
1 A2a 075
2 P-A 001
2 P-A 005
2 P-A 007

# a14854d9
Energy: Metal
1 A1 225
2 A1a 068
2 A2 119
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2a 042
1 A2a 057
2 A2a 075
2 P-A 001
2 P-A 005
2 P-A 007

# b941713a
Energy: Metal
1 A1 223
1 A1 225
1 A1a 032
1 A1a 068
2 A2 119
1 A2 147
2 A2 148
1 A2 150
1 A2a 057
1 A2a 071
1 A2a 075
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 045

# cc7d6899
Energy: Metal
1 A1 225
1 A1a 068
2 A2 119
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2a 057
2 A2a 075
1 A2b 071
2 P-A 001
2 P-A 005
1 P-A 006
1 P-A 045

# d85c8c74
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
2 A2 086
1 A2 118
2 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2a 057
1 A2a 070
2 P-A 001
2 P-A 005
2 P-A 007

# deddb710
Energy: Metal
2 A1a 068
2 A2 119
2 A2 146
2 A2 148
2 A2 150
1 A2a 042
1 A2a 057
2 A2a 070
2 A2a 075
2 P-A 005
2 P-A 007

# e096e7b5
Energy: Metal
1 A2 086
2 A2 113
2 A2 114
2 A2 119
1 A2 143
2 A2 145
1 A2 150
1 A2a 057
1 A2a 071
1 A2a 073
1 A2b 070
1 A2b 071
1 A2b 072
2 P-A 005
1 P-A 007

# e520c1a8
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
1 A2 022
2 A2 119
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2a 057
1 A2a 071
1 A2a 075
2 P-A 005
2 P-A 007
1 P-A 045

# faad012f
Energy: Metal
1 A1 223
1 A1 225
1 A1a 032
2 A1a 068
1 A2 022
1 A2 086
2 A2 119
2 A2 147
1 A2 150
1 A2 154
1 A2a 057
1 A2a 071
1 P-A 001
2 P-A 005
2 P-A 007
