# 35c5bc87
Energy: Lightning, Water
2 A1 087
2 A1 089
2 A2 150
1 A3 066
2 A3 144
1 A4 151
2 A4a 055
1 B1 109
2 B1 196
1 B1 226
2 P-A 005
2 P-A 007

# 4fce237b
Energy: Metal, Water
2 A1 087
2 A1 089
2 A2 150
2 A3 144
1 A4 032
1 A4 066
2 A4a 055
2 B1 196
2 B1 225
1 B1 226
1 P-A 005
2 P-A 007

# 5407c9cd
Energy: Metal, Water
2 A1 087
2 A1 089
1 A2 150
2 A3 144
1 A4 032
2 A4 066
2 A4a 055
2 B1 196
2 B1 225
1 B1 226
1 P-A 005
2 P-A 007

# 66a4ead0
Energy: Metal, Water
2 A1 087
2 A1 089
1 A2 150
2 A3 144
1 A4 032
2 A4 066
2 A4a 055
2 B1 196
1 B1 225
1 B1 226
1 P-A 002
1 P-A 005
2 P-A 007

# 764da125
Energy: Water
2 A1 087
2 A1 089
2 A2 150
2 A3 144
1 A4 032
1 A4a 023
2 A4a 055
2 B1 196
2 B1 225
2 P-A 005
2 P-A 007

# 7e2a3915
Energy: Lightning, Water
2 A1 087
2 A1 089
2 A2 150
1 A2 155
2 A3 144
2 A4a 055
2 B1 196
2 B1 225
1 B1 226
2 P-A 005
2 P-A 007

# 87b61b04
Energy: Water
2 A1 089
1 A2 150
2 A3 144
2 A4 066
2 A4a 055
2 B1 071
2 B1 196
2 B1 225
1 B1 226
1 B3 148
1 P-A 005
2 P-A 007

# b2a4f989
Energy: Darkness, Water
2 A1 087
2 A1 089
2 A2 150
2 A3 144
1 A4 032
1 A4a 023
2 A4a 055
2 B1 196
2 B1 225
2 P-A 005
2 P-A 007

# f3dd1eae
Energy: Fire, Lightning, Water
2 A1 087
2 A1 089
1 A2 150
1 A2 155
2 A3 144
2 A4a 023
2 A4a 055
2 B1 196
2 B1 225
1 B1 226
1 P-A 005
2 P-A 007
