# 2df9a591
Energy: Psychic
1 A1 225
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
2 B1 219
1 B1 223
2 B1 225
2 P-A 007

# 42b890a1
Energy: Psychic
2 A2 148
1 A2 150
2 A3 144
1 A4 101
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
2 B1 225
2 B1 226
1 P-A 006
2 P-A 007

# 565c46cc
Energy: Psychic
1 A1 225
2 A2 147
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 179
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 63e07687
Energy: Psychic
1 A2 147
2 A3 144
2 A3 155
2 A4a 023
1 B1 119
2 B1 177
2 B1 179
1 B1 219
1 B1 223
1 B1 226
1 P-A 002
2 P-A 005
2 P-A 007

# 654820d4
Energy: Psychic
1 A2 150
2 A3 144
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
2 B1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 661d999f
Energy: Psychic
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
2 B1 219
2 B1 225
2 B1 226
2 P-A 007

# 76b7b6b0
Energy: Psychic, Water
1 A2 150
2 A3 144
2 A3 155
1 A4 101
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
2 B1 225
2 B1 226
2 P-A 007

# 98877cc1
Energy: Psychic, Water
1 A2 147
1 A2 148
1 A2 150
1 A2a 072
1 A3 144
1 A3 155
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
2 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007

# d0b89920
Energy: Psychic
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 179
1 B1 219
1 B1 225
2 B1 226
2 B2 145
1 B3 148
2 P-A 007

# d2a19a59
Energy: Psychic
1 A3 080
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
1 B1 219
1 B1 223
1 B1 225
2 B1 226
1 P-A 005
2 P-A 007

# d6c6033c
Energy: Psychic
1 A2 148
2 A3 144
1 A3 155
2 A4a 023
1 B1 109
2 B1 177
1 B1 178
2 B1 179
2 B1 219
2 B1 225
2 B1 226
2 P-A 007

# dd85d043
Energy: Psychic
2 A2 022
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
1 B1 225
1 B1 226
2 P-A 005
2 P-A 007

# ddc35f9e
Energy: Psychic
1 A2 022
1 A3 080
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
1 B1 223
1 B1 226
2 P-A 005
2 P-A 007

# e5a513d2
Energy: Psychic
2 A2 148
2 A3 144
1 A4 101
2 A4a 023
2 B1 177
1 B1 178
2 B1 179
2 B1 225
1 B1 226
2 P-A 005
1 P-A 006
2 P-A 007

# f793df23
Energy: Psychic, Water
1 A2 022
2 A3 144
1 A3 155
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
1 B1 225
1 B1 226
2 B1a 065
2 P-A 005
2 P-A 007

# f798c76d
Energy: Psychic
1 A2 147
2 A3 144
2 A3 155
2 A4a 023
1 B1 119
2 B1 177
1 B1 178
2 B1 179
1 B1 219
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# fd3db256
Energy: Psychic
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 179
2 B1 219
1 B1 225
2 B1 226
2 B2 145
2 P-A 007
