# 001f2533
Energy: Fire
1 A1 225
1 A2 025
1 A2 026
2 A2 146
2 A2 147
2 A2b 070
1 A3 151
1 A4 031
1 A4a 008
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 00f6c7e0
Energy: Fire
2 A2 025
2 A2 146
1 A2b 069
2 A2b 070
2 A3 142
1 A3 151
2 A4 031
2 B1 219
2 P-A 001
2 P-A 005
2 P-A 007

# 01f2c558
Energy: Fire
2 A2 025
2 A2 146
2 A2 148
1 A2 150
1 A2b 069
1 A2b 070
1 A2b 072
1 A3 151
2 A4 031
2 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 03301c2b
Energy: Fire
1 A2 025
1 A2 147
1 A2 148
1 A2 155
1 A2b 069
2 A2b 072
1 A3a 064
2 A4 031
2 B1 225
2 B2 145
2 P-A 001
2 P-A 006
2 P-A 007

# 03c73b28
Energy: Fire
1 A2 025
1 A2 147
1 A2 150
2 A2b 069
2 A2b 070
2 A2b 072
2 A3 151
2 A4 031
1 A4 158
2 P-A 001
2 P-A 006
2 P-A 007

# 0453d24e
Energy: Fire
1 A2 025
2 A2 147
2 A2b 069
2 A2b 070
2 A2b 072
1 A3 151
1 A3a 064
2 A4 031
1 A4 158
2 P-A 001
2 P-A 006
2 P-A 007

# 054f31d7
Energy: Fire
2 A2 025
1 A2b 070
2 A4 031
1 A4 032
1 A4 158
2 B1 219
1 B1 223
2 B1 225
1 B2 145
1 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 071a821d
Energy: Fire
1 A2 025
2 A2 146
2 A2b 070
1 A2b 072
1 A3a 061
2 A3a 067
2 A4 031
2 B1 219
1 B1 225
1 B2 150
1 B2a 093
1 P-A 001
1 P-A 006
2 P-A 007

# 084ed00a
Energy: Fire
2 A2 146
2 A2b 070
2 A4 031
2 A4a 008
2 B1 219
2 B1 225
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 08b3bfd2
Energy: Fire
2 A2 025
1 A2b 070
2 A4 031
1 A4 032
1 A4 158
2 B1 219
1 B1 223
2 B1 225
2 B2 145
2 P-A 005
2 P-A 006
2 P-A 007

# 091b2438
Energy: Fire
2 A2 025
2 A2 146
1 A2 147
1 A2a 054
1 A2b 070
2 A2b 072
2 A4 031
2 B1 217
1 B1 219
2 B1a 068
2 P-A 005
2 P-A 007

# 0afb6bbd
Energy: Fire
2 A2 025
2 A2 146
2 A2b 070
1 A3a 064
2 A4 031
2 B1 219
2 B1 225
1 B1a 025
1 B1a 068
1 P-A 005
2 P-A 006
2 P-A 007

# 0e2bd83e
Energy: Fire
2 A2 025
1 A2 146
2 A2 147
2 A2b 069
2 A2b 070
1 A2b 072
2 A4 031
2 A4 158
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 0f42a3ac
Energy: Fire
2 A2b 070
2 A3a 064
2 A4 031
2 A4a 008
2 B1 219
2 B1 225
2 B2 145
2 B2 150
2 P-A 006
2 P-A 007

# 0f553b20
Energy: Fire
1 A1 223
1 A2 025
1 A2 155
1 A2b 069
1 A2b 070
1 A2b 072
1 A3 151
1 A3a 064
1 A4 031
1 A4 158
1 B1 219
1 B1 223
1 B1 225
1 B1a 016
1 B2 145
1 B2 150
1 B2 153
1 P-A 001
1 P-A 006
1 P-A 007

# 156167a5
Energy: Fire
1 A1 225
2 A2 025
2 A2 146
2 A2 147
1 A2b 070
1 A2b 072
2 A4 031
2 A4 158
1 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 161241f5
Energy: Fire
1 A1 223
1 A1 225
1 A1a 068
2 A2 025
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2b 069
1 A2b 071
2 A4 031
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 182538fe
Energy: Fire
2 A2 025
1 A2 146
2 A2 147
2 A2b 069
1 A2b 070
2 A2b 072
1 A3a 064
2 A4 031
2 A4 158
1 P-A 005
2 P-A 006
2 P-A 007

# 18ce06db
Energy: Fire
2 A2 025
1 A2 148
1 A2 150
1 A2b 070
1 A2b 072
1 A3 151
2 A4 031
1 B1 217
1 B1 219
1 B1 225
2 B2 145
1 B2 150
1 P-A 005
2 P-A 006
2 P-A 007

# 1b9d81c0
Energy: Fire
2 A1 225
2 A2 025
2 A2 147
2 A2b 070
1 A3 142
1 A3 151
1 A3a 064
2 A4 031
2 B1 225
2 P-A 001
1 P-A 006
2 P-A 007

# 1ba4bfd8
Energy: Fire
1 A2 025
2 A2 147
2 A2b 069
2 A2b 070
1 A2b 072
1 A3 151
1 A3a 064
2 A4 031
2 A4 158
2 P-A 001
2 P-A 006
2 P-A 007

# 1eeef185
Energy: Fire
2 A2 025
2 A2 146
2 A2 147
1 A2b 070
1 A3a 061
2 A3a 067
2 A4 031
2 A4 158
2 P-A 005
2 P-A 006
2 P-A 007

# 22da4eb1
Energy: Fire
1 A1 225
2 A2 025
2 A2 146
2 A2 147
1 A2b 072
2 A4 031
2 A4 158
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 289a7a53
Energy: Fire
1 A1 225
2 A2 025
1 A2 155
1 A2a 073
1 A2b 069
2 A2b 070
1 A3 151
2 A4 031
2 B1 219
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 29ff90d2
Energy: Fire
2 A2 025
2 A2 146
1 A2b 070
1 A3a 061
2 A3a 067
2 A4 031
2 B1 219
2 B1 225
2 P-A 001
1 P-A 005
