# 0622e007
Energy: Grass
2 A1 219
1 A2b 005
1 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 0c73d50c
Energy: Grass
1 A1 225
1 A2 150
2 A2b 005
1 A2b 006
1 A2b 007
2 A3 018
2 A3 020
2 A3 144
2 A3 147
1 A3 151
2 A3 154
1 P-A 002
2 P-A 007

# 175ddfb4
Energy: Grass
1 A1 225
2 A2b 005
1 A2b 006
2 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
1 A3 147
1 A3 154
1 A3 155
2 P-A 005
2 P-A 007

# 19cdf8f4
Energy: Grass
1 A2 147
1 A2 150
1 A2b 005
1 A2b 007
1 A2b 070
1 A2b 071
2 A3 018
1 A3 019
2 A3 020
1 A3 024
2 A3 144
1 A3 147
2 A3 154
1 P-A 006
2 P-A 007

# 1a59553b
Energy: Grass
1 A2 150
2 A2b 005
2 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 P-A 005
2 P-A 007

# 29e3c34d
Energy: Grass
1 A1 219
2 A2b 005
1 A2b 006
2 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
1 A3 147
2 A3 155
2 P-A 005
2 P-A 007

# 2d7d7fbb
Energy: Grass
1 A1 219
1 A2 146
1 A2 150
1 A2b 005
1 A2b 007
1 A2b 069
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
1 P-A 005
2 P-A 007

# 33659f27
Energy: Grass
2 A1 219
1 A2 150
2 A2b 005
2 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
1 A3 154
1 P-A 005
2 P-A 007

# 38627b11
Energy: Grass
1 A1 225
2 A2b 005
1 A2b 007
1 A2b 069
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 P-A 005
2 P-A 007

# 399a2f55
Energy: Grass
2 A1 219
1 A2b 005
1 A2b 006
1 A2b 007
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 P-A 005
