# 0e8a5855
Energy: Grass
2 A1a 001
1 A2 150
2 A3 002
2 A3 147
2 A4 156
1 B1 225
2 B1 226
2 B1a 007
2 B1a 008
2 B1a 067
2 P-A 007

# 28cfc761
Energy: Grass
2 A1a 001
2 A3 002
2 A3 147
2 A4 156
2 B1 225
2 B1a 007
2 B1a 008
2 B1a 067
2 P-A 005
2 P-A 007

# 2c07b755
Energy: Grass
1 A1 225
2 A1a 001
2 A3 002
1 A3a 064
2 A4 156
2 B1 225
2 B1 226
2 B1a 007
2 B1a 008
2 B1a 067
2 P-A 007

# e036224b
Energy: Grass
2 A1 021
1 A2 150
2 A3 002
1 A3 147
2 A4 156
2 B1 225
1 B1 226
2 B1a 007
2 B1a 008
2 B1a 067
1 P-A 005
2 P-A 007

# e8a64558
Energy: Grass
2 A1a 001
2 A3 002
2 A3 147
1 A3a 064
2 A4 156
1 B1 225
1 B1 226
2 B1a 007
2 B1a 008
2 B1a 067
1 P-A 005
2 P-A 007

# f98e8dd9
Energy: Grass
2 A1 219
2 A1a 001
2 A3 002
2 A3 147
2 A4 156
2 B1a 007
2 B1a 008
2 B1a 067
2 P-A 005
2 P-A 007
