# 0ad5f849
Energy: Grass
2 A1 021
2 A1 022
1 A1 223
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 009
1 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# 322471d9
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
2 A2a 009
2 A2a 071
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 338141b0
Energy: Grass
2 A1 021
2 A1 022
1 A1 198
2 A1 219
1 A1 223
1 A1 225
1 A1a 068
1 A2 146
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# 3c406eee
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1a 068
1 A2 022
1 A2 146
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# 83f5fd90
Energy: Grass
2 A1 021
2 A1 022
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
2 A2a 009
2 A2a 071
1 A2b 070
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007

# 86f0e688
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
1 A1a 068
1 A2 022
2 A2 147
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# 8b5ffda8
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 223
1 A2 147
2 A2 148
1 A2 150
1 A2 155
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# bc46653f
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
1 A1a 068
1 A2 022
1 A2 146
1 A2 147
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# c21e4d32
Energy: Grass
2 A1 021
2 A1 022
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 155
2 A2a 009
2 A2a 071
1 A2b 070
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# c5f06468
Energy: Grass
2 A1 021
2 A1 022
2 A1 223
1 A1 225
2 A1a 068
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# cff10a0a
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
1 A1a 068
1 A2 022
1 A2 146
1 A2 150
2 A2a 009
2 A2a 071
1 P-A 001
2 P-A 005
2 P-A 007

# d40d6743
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
2 A1a 068
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# e8395db7
Energy: Grass
2 A1 021
2 A1 022
1 A1 225
2 A1a 068
1 A2 022
2 A2 147
1 A2 150
2 A2a 009
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# f705f1bb
Energy: Grass
2 A1 021
2 A1 022
1 A1 219
1 A1 225
2 A1a 068
1 A2 147
1 A2 148
1 A2 150
2 A2a 009
2 A2a 071
1 P-A 001
2 P-A 005
2 P-A 007
