# 09b3936b
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
1 A1 223
2 A1a 001
2 A1a 002
1 A1a 003
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 0a0eba65
Energy: Grass
1 A1 021
1 A1 026
1 A1 029
1 A1 030
1 A1 198
1 A1 219
1 A1 223
1 A1 225
1 A1a 002
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2a 063
1 A2a 074
1 P-A 002
2 P-A 005
2 P-A 007

# 0cd29df7
Energy: Grass
1 A1 026
2 A1 029
2 A1 030
2 A1 219
2 A1a 001
2 A1a 002
1 A1a 009
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# 2ae25f1e
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
2 A1a 001
2 A1a 002
2 A2 147
1 A2 148
1 A2 150
2 P-A 001
2 P-A 005
2 P-A 007

# 38b01fa7
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
2 A1 225
2 A1a 001
2 A1a 002
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 3a5dbc9f
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
1 A1 223
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 007
1 A1a 008
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4eb6d20e
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
1 A1 223
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 032
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5779897f
Energy: Grass
2 A1 026
2 A1 029
2 A1 030
1 A1 219
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 5e4b234a
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
2 A1a 001
2 A1a 002
1 A1a 009
2 A1a 068
1 A2 146
2 A2 147
2 P-A 005
2 P-A 007

# 6065a9ba
Energy: Grass
1 A1 030
1 A1 219
1 A1 223
1 A1 225
1 A1a 001
1 A1a 002
1 A2 022
1 A2 146
1 A2 147
1 A2 148
1 A2 155
1 A2b 069
1 A2b 070
1 A3 024
1 A3 147
1 A3a 001
1 A3a 007
1 P-A 001
1 P-A 005
1 P-A 007

# 63aa1dc1
Energy: Grass
2 A1 026
2 A1 029
2 A1 030
1 A1 219
1 A1 225
2 A1a 001
2 A1a 002
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# 64bdc09f
Energy: Grass
1 A1 029
1 A1 030
2 A1 225
2 A1a 001
1 A1a 002
1 A1a 063
1 A2 146
1 A2a 070
1 A2b 004
1 A2b 069
1 A2b 070
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 66f951ed
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
2 A1 225
2 A1a 001
2 A1a 002
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6e184a9b
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
2 A1a 001
2 A1a 002
1 A2 022
1 A2 147
1 A2 148
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 72801250
Energy: Grass
1 A1 026
2 A1 029
2 A1 030
2 A1 219
1 A1 223
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 009
2 P-A 002
2 P-A 005
2 P-A 007

# 7d1d8c57
Energy: Grass
2 A1 029
2 A1 030
2 A1 219
1 A1 225
2 A1a 001
2 A1a 002
