# 13f80e91
Energy: Grass
2 A1a 007
1 A2b 070
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
1 A3 151
2 A3 154
2 A3a 027
2 P-A 005
1 P-A 006

# 1738cbfa
Energy: Grass
1 A1 219
2 A3 018
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 A3a 026
2 A3a 027
1 A3b 004
2 B1 226
2 P-A 007

# 2844ba18
Energy: Grass
1 A1 225
2 A1a 007
1 A2 150
1 A2 155
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 154
2 A3a 027
2 P-A 005
2 P-A 007

# 377928fc
Energy: Grass
1 A2 146
1 A3 016
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
1 A3 151
2 A3 154
2 A3 155
1 A3a 027
1 P-A 001
2 P-A 005

# 4123c362
Energy: Grass
1 A1 225
1 A1a 007
1 A2 150
2 A3 020
2 A3 144
2 A3 147
2 A3 154
1 A3a 027
2 A3b 003
1 A3b 004
1 B1 225
2 P-A 005
2 P-A 007

# 62457f92
Energy: Grass
1 A1 219
1 A1a 007
2 A3 018
2 A3 020
2 A3 144
2 A3 147
2 A3 154
1 A3 155
1 A3a 027
1 A3b 004
1 B1 225
2 P-A 005
2 P-A 007

# 634d1113
Energy: Grass
1 A2 155
2 A3 016
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 A3a 027
2 P-A 005
2 P-A 007

# 6d58ccef
Energy: Grass
1 A1 225
2 A1a 007
1 A2 155
2 A3 018
1 A3 019
2 A3 020
2 A3 144
1 A3 147
2 A3 154
2 A3a 027
2 P-A 005
2 P-A 007

# 7b245335
Energy: Grass
1 A2 150
1 A3 017
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
2 A3a 026
1 A3a 027
2 B1 226
2 P-A 007

# 7ce12a63
Energy: Grass
1 A1a 008
1 A2 150
2 A3 018
2 A3 020
1 A3 144
2 A3 147
2 A3 154
2 A3a 026
1 A3a 027
1 A3b 004
1 B1 225
1 B1 226
1 P-A 005
2 P-A 007

# 817061ea
Energy: Grass
1 A1 225
1 A2 150
2 A3 018
2 A3 020
2 A3 144
2 A3 147
2 A3 154
1 A3 155
1 A3a 026
2 A3a 027
1 A3b 004
1 B1 226
2 P-A 007

# 91d966f2
Energy: Grass
1 A1 225
1 A2 150
2 A3 016
2 A3 018
1 A3 019
2 A3 020
2 A3 144
1 A3 147
2 A3 154
2 A3a 027
2 P-A 005
2 P-A 007

# b8dbff13
Energy: Grass
2 A1 219
1 A2 146
1 A3 016
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 A3 154
1 A3a 027
2 P-A 005
2 P-A 007

# f0a1af12
Energy: Grass
1 A1 225
1 A1a 007
1 A2 150
1 A2a 069
2 A3 018
2 A3 020
2 A3 144
1 A3 154
1 A3a 027
1 A3b 004
1 B1 223
2 B1 225
2 P-A 005
2 P-A 007
