# 0733c537
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
2 A3b 034
1 A3b 055
1 A4 134
1 A4 153
2 P-A 005
2 P-A 007

# 08a8f592
Energy: Metal
1 A1 225
1 A2 150
1 A2b 070
2 A3 085
2 A3 122
2 A3 144
1 A3 155
2 A3b 034
2 B1 184
1 B2 145
1 B3 147
2 P-A 005
2 P-A 007

# 08e70933
Energy: Metal
1 A1a 068
1 A2 111
1 A2 150
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 A3a 064
2 A3b 034
2 A4 134
1 A4 153
1 P-A 005
2 P-A 007

# 0b7a1890
Energy: Metal
1 A1 225
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
1 A3b 067
1 A4 075
2 A4 134
2 P-A 005
2 P-A 007

# 0c002469
Energy: Metal
1 A1 225
1 A2 150
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
1 A4 153
1 A4 158
2 P-A 005
2 P-A 007

# 0c706472
Energy: Metal
1 A1 225
1 A2b 071
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
1 A3b 055
1 A3b 067
1 A4 134
2 P-A 005
2 P-A 007

# 0dd62b20
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
1 A4 153
2 P-A 005
2 P-A 007

# 0f00ac25
Energy: Metal
2 A1 225
1 A2 155
2 A3 085
2 A3 122
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# 1019d705
Energy: Metal
1 A1 225
1 A2b 071
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
2 A4 153
2 P-A 005
2 P-A 007

# 1459ce7f
Energy: Metal
