# 4b0980e8
Energy: Water
2 A1 223
1 A1 225
2 A2 050
1 A2a 063
2 A2a 071
1 A2a 072
1 A2b 070
2 A2b 071
1 A3b 057
2 A4 032
1 A4 101
2 A4a 023
2 P-A 007

# 5a852a25
Energy: Darkness
2 A1 223
1 A2 110
1 A2 150
1 A2 155
2 A2a 071
1 A2b 069
1 A2b 070
1 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4a 023
1 P-A 006
2 P-A 007

# 7434bfdb
Energy: Fire, Lightning, Water
1 A1 223
2 A2a 071
1 A2b 069
2 A2b 071
2 A3 141
2 A3 149
1 A3b 057
2 A4 032
2 A4 066
2 A4a 023
1 P-A 006
2 P-A 007

# bc948ced
Energy: Water
2 A2 050
2 A2 148
1 A2 150
2 A2a 071
1 A2a 072
1 A2b 070
2 A2b 071
1 A3b 057
2 A4 032
1 A4 101
1 P-A 001
2 P-A 005
2 P-A 007
