# 08e08e1d
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 1320a533
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 196
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 43d97c21
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 128
1 A1 223
1 A1 225
1 A1a 033
2 A1a 065
2 P-A 002
2 P-A 005
2 P-A 007

# 512ad872
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
2 A1 225
2 A1a 056
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 5198534c
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 52647117
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 126
2 A1 127
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 56bfe710
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 128
1 A1 223
1 A1 225
1 A1a 033
1 A1a 065
1 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 595e56ea
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 225
1 A1a 033
2 A1a 065
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7195a900
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 203
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 7729a6e7
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 7871f323
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
1 A1 225
1 A1a 056
1 A1a 065
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# 7cc0b1da
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
2 A1 225
2 A1a 065
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 8902013e
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 9518b24b
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 198
2 A1 223
1 A1a 033
2 A2 146
1 A2 147
1 P-A 002
2 P-A 005
2 P-A 007

# 95cc0ceb
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 126
2 A1 127
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 971d358d
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a0ec94e0
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 203
1 A1 223
1 A1 225
2 A1a 033
1 A1a 065
2 A1a 068
2 P-A 005
2 P-A 007

# a50ccc0c
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 218
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# d9cb6053
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 128
1 A1 223
2 A1 225
2 A1a 065
2 P-A 002
2 P-A 005
2 P-A 007

# e119a4e6
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 223
2 A1 225
1 A1a 065
1 A1a 068
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# e53d2e9a
Energy: Psychic
2 A1 115
1 A1 116
2 A1 117
2 A1 127
1 A1 225
1 A1a 033
2 A2 146
2 A2 147
1 A2b 069
2 A3 144
2 P-A 005
2 P-A 007

# ea49dbcc
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# f973aa33
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
2 A1 127
1 A1 201
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
