# 0adcd2c8
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
1 A1 223
1 A1 225
2 A1a 065
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1c267649
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
1 A1 220
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 28fbd840
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 70b30f1f
Energy: Psychic
2 A1 057
2 A1 120
2 A1 123
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007
2 P-A 020

# 9c48a34d
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
1 A1 127
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a1e7c6e3
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
2 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# b10df584
Energy: Psychic
2 A1 057
2 A1 121
2 A1 123
1 A1 225
1 A2 078
2 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 031
2 P-A 005
2 P-A 007

# e29f6b72
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# eeb62605
Energy: Psychic
2 A1 057
2 A1 120
2 A1 121
2 A1 123
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ef9d2233
Energy: Psychic
2 A1 057
2 A1 120
2 A1 123
1 A1 127
1 A1 128
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 020

# f1226484
Energy: Psychic
2 A1 057
2 A1 120
1 A1 121
2 A1 123
2 A1 225
2 A1a 065
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007
1 P-A 020
