# 42378631
Energy: Grass
1 A1 219
2 A2 006
2 A2 007
2 A2 147
2 A2b 001
2 A2b 002
2 A2b 003
2 A2b 072
1 P-A 001
2 P-A 005
2 P-A 007

# 59e452bf
Energy: Grass
1 A1 219
1 A2 006
1 A2 007
1 A2 022
1 A2 146
1 A2 147
2 A2b 001
2 A2b 002
2 A2b 003
1 A2b 069
2 A2b 072
1 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# 635c75ad
Energy: Grass
1 A1 219
1 A2 006
1 A2 007
1 A2 022
1 A2 146
2 A2 147
2 A2b 001
2 A2b 002
2 A2b 003
2 A2b 072
1 P-A 001
2 P-A 005
2 P-A 007

# 8b6a9807
Energy: Grass
1 A1 219
1 A2 006
1 A2 007
1 A2 022
1 A2 146
1 A2 147
2 A2b 001
2 A2b 002
2 A2b 003
2 A2b 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
