# 02fdda06
Energy: Darkness
2 A1 173
2 A1a 056
1 A1a 068
1 A2 110
2 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
2 P-A 007

# 0396696c
Energy: Darkness
2 A1 203
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
1 A2b 069
2 A3 144
1 A3 149
2 P-A 005
2 P-A 007

# 0572e9f6
Energy: Darkness
2 A1 173
1 A1 225
1 A2 110
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 073
1 A2b 069
2 P-A 005
2 P-A 007

# 0a2bd88f
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 147
1 A2 155
2 A2a 050
1 A2a 071
1 A2b 071
1 A3 066
2 A3 144
1 A4 066
2 A4 107
1 B1 225
2 P-A 005
2 P-A 007

# 0bfc27aa
Energy: Darkness
1 A1 225
1 A2 110
1 A2 146
1 A2 155
2 A2a 048
2 A2a 050
2 A2a 070
1 A2a 071
1 A2b 069
2 A3 144
1 A3 149
1 A3 151
2 P-A 005
2 P-A 007

# 0c4eb3fd
Energy: Darkness
2 A1 172
2 A1 173
1 A1 225
1 A1a 068
1 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2 154
2 A2a 050
1 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 0d75dec9
Energy: Darkness
2 A1a 056
1 A1a 068
1 A2 110
2 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 071
2 P-A 005
2 P-A 007

# 0ef3db9e
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 150
1 A2 154
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 071
1 A2a 073
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1b804736
Energy: Darkness
1 A1 225
2 A1a 056
1 A1a 068
1 A2 110
1 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 071
2 P-A 005
2 P-A 007

# 259441cf
Energy: Darkness
2 A1 173
1 A1a 056
1 A1a 068
1 A2 110
2 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 28fecced
Energy: Darkness
1 A1 173
1 A1 203
1 A1a 068
1 A2 110
1 A2 146
1 A2 147
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
1 A2b 069
2 A3 144
1 A3 149
2 P-A 005
2 P-A 007

# 3ce575c9
Energy: Darkness
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
1 A3 066
2 A3 144
1 A3 149
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 432b7095
Energy: Darkness
1 A1a 068
1 A2 110
2 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2a 048
2 A2a 049
2 A2a 050
2 A2a 070
2 P-A 005
2 P-A 007

# 48640b33
Energy: Darkness
1 A1 173
1 A2 110
1 A2 146
1 A2 147
2 A2a 048
2 A2a 050
2 A2a 070
1 A2a 073
1 A2b 069
2 A3 144
2 A3 149
2 P-A 005
2 P-A 007

# 4f3ea70e
Energy: Darkness
2 A1 225
2 A1a 068
1 A2 110
1 A2 146
2 A2 147
2 A2a 048
1 A2a 049
2 A2a 050
1 A2a 070
1 A2b 071
1 A3 144
2 P-A 005
2 P-A 007

# 54b77904
Energy: Darkness
2 A1 172
2 A1 173
1 A1a 068
1 A2 110
2 A2 146
1 A2 147
1 A2 150
2 A2a 050
2 A2a 070
1 A2a 073
1 P-A 001
2 P-A 005
2 P-A 007

# 54d8c0a3
Energy: Darkness
2 A1 173
1 A1 225
1 A2 070
1 A2 071
1 A2 072
1 A2 110
2 A2 146
1 A2 150
1 A2 154
1 A2a 048
2 A2a 050
1 A2a 069
1 A2a 071
2 P-A 005
2 P-A 007

# 590b6157
Energy: Darkness
2 A1 173
1 A1 225
1 A1a 068
1 A2 110
1 A2 146
2 A2 148
1 A2 150
1 A2 154
2 A2a 048
2 A2a 050
1 A2a 071
1 A2a 073
2 P-A 005
2 P-A 007

# 59b1a42c
Energy: Darkness
1 A1 203
1 A1a 056
1 A1a 068
1 A2 110
1 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 5bb04e39
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 141
1 A2 146
1 A2 148
1 A2 150
1 A2 155
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 607ba0f9
Energy: Darkness
1 A2 110
1 A2 146
1 A2 147
1 A2 154
2 A2a 048
2 A2a 050
1 A2a 071
1 A2a 073
1 A2b 069
2 A3 144
1 A3 149
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007

# 68cf3a3d
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
2 A2 141
2 A2 146
1 A2 147
1 A2 150
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 071
2 P-A 005
2 P-A 007

# 6c5b994b
Energy: Darkness
2 A1 173
1 A1 225
2 A1a 056
1 A2 110
1 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 050
2 A2a 070
2 P-A 005
2 P-A 007

# 726771a4
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
2 A2 141
1 A2 146
1 A2 148
1 A2 150
1 A2 155
2 A2a 048
2 A2a 049
2 A2a 050
1 A2a 071
2 P-A 005
2 P-A 007

# 73027c28
Energy: Darkness
2 A1 173
1 A1 225
2 A1a 068
1 A2 110
1 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 050
2 A2a 070
2 P-A 005
2 P-A 007

# 75281fce
Energy: Darkness
1 A1a 068
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 A2a 048
2 A2a 050
2 A2a 070
1 A2a 071
2 A3 144
1 A3 149
1 A3 151
2 P-A 005
2 P-A 007

# 76b89db0
Energy: Darkness
2 A1 173
1 A1 225
1 A1a 068
1 A2 110
1 A2 146
2 A2 148
1 A2 150
2 A2a 048
2 A2a 050
2 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 7ee8726d
Energy: Darkness
1 A2 110
1 A2 146
2 A2 147
1 A2 150
2 A2a 048
2 A2a 050
1 A2a 070
1 A2a 071
2 A2b 070
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# 84f2f50d
Energy: Darkness
2 A1 173
1 A1 223
1 A1a 068
1 A2 110
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 048
2 A2a 050
2 A2a 070
2 P-A 005
2 P-A 007

# 870df9fc
Energy: Darkness
1 A1 173
1 A1 225
1 A1a 056
1 A1a 068
1 A2 110
1 A2 141
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 048
1 A2a 049
1 A2a 050
1 A2a 070
1 A2a 071
2 P-A 005
2 P-A 007

# 88008608
Energy: Darkness
1 A1a 068
1 A2 110
1 A2 146
1 A2 147
