# 00ea3972
Energy: Psychic
1 A1 225
1 A2 147
1 A2 150
1 A2b 071
2 A3 144
1 B1 120
1 B1 223
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 155
1 P-A 006
2 P-A 007

# 02d02267
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 147
1 A2 155
1 A2b 070
1 A2b 071
1 A3 144
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
2 P-A 007

# 03fa6490
Energy: Psychic
1 A2 147
1 A2 155
1 A2b 070
1 A2b 071
1 A3 144
1 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 145
1 P-A 005
2 P-A 007

# 044936ac
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
1 A2b 070
1 A2b 071
2 A3 144
1 B1 223
1 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 P-A 005
2 P-A 007

# 07d495e0
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
1 A2b 070
1 A2b 071
1 A3 144
1 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 P-A 005
2 P-A 007

# 09c12498
Energy: Psychic
1 A2 147
1 A2 155
1 A2b 070
2 A3 144
1 B1 223
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
1 P-A 005
2 P-A 007

# 0b39578f
Energy: Psychic
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A3 144
1 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
1 P-A 005
2 P-A 007

# 0c082959
Energy: Psychic
1 A1 225
1 A2 147
1 A2 150
1 A2b 071
2 A3 144
1 A3 151
1 B1 225
2 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
2 P-A 007

# 0dac2b7c
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
1 A2b 070
1 A2b 071
2 A3 144
2 B1 225
1 B1 226
2 B2 067
2 B2 069
2 B2 124
1 B2 145
1 P-A 005
2 P-A 007

# 10329bf7
Energy: Psychic
1 A1 225
2 A2 147
1 A2 150
2 A2b 071
2 A3 144
1 B1 225
2 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
2 P-A 007

# 12b6e15d
Energy: Psychic
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A3 144
1 A3 155
1 B1 120
1 B1 223
2 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
2 P-A 007

# 137f5632
Energy: Psychic
1 A1 225
1 A2 155
1 A2b 070
2 A2b 071
2 A3 144
1 A3 151
1 B1 225
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 145
1 P-A 005
2 P-A 007

# 1431d87b
Energy: Psychic
2 A1 223
1 A2 147
1 A2 155
1 A2b 070
1 A3 144
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
1 P-A 005
2 P-A 007

# 15e80c4a
Energy: Psychic
1 A1 223
1 A1 225
1 A2 147
1 A2 150
2 A3 144
2 B1 225
2 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
2 P-A 007

# 1669ffd4
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
1 A2b 071
1 A3 144
2 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 P-A 005
2 P-A 007

# 16a984a2
Energy: Psychic
1 A2 147
1 A2 155
1 A2b 071
1 A3 144
2 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 147
1 P-A 005
2 P-A 007

# 1826c4a7
Energy: Psychic
1 A1a 068
1 A2 147
1 A2 155
1 A2b 070
2 A3 144
1 A3 151
1 B1 223
1 B1 225
2 B1 226
2 B2 067
2 B2 069
2 B2 124
1 P-A 006
2 P-A 007

# 1c318cfe
Energy: Psychic
2 A2 147
1 A2b 070
2 A3 144
1 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 145
1 P-A 005
2 P-A 007

# 1c5f2ea0
Energy: Psychic
1 A2 147
1 A2 155
1 A2b 071
1 A3 144
1 A3 155
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 124
1 B2 145
1 B2 147
1 P-A 005
2 P-A 007

# 1efc35ad
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
2 A3 144
1 A3 151
2 B1 225
2 B1 226
2 B2 067
1 B2 068
