# 2b6e9a38
Energy: Grass
2 A1 026
2 A1 219
1 A1 225
1 A1a 068
1 A2 150
2 A2a 001
2 A2a 074
2 A3 147
1 A3 151
2 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# 517a353e
Energy: Grass
2 A1 026
2 A1 219
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
2 A2a 001
2 A2a 074
2 A2b 070
1 P-A 001
2 P-A 005
2 P-A 007

# 67bb94d1
Energy: Grass
2 A1 026
2 A1 219
1 A1 225
2 A2 147
2 A2 148
1 A2 150
2 A2a 001
2 A2a 074
2 P-A 001
2 P-A 005
2 P-A 007

# ad61d1cf
Energy: Grass
2 A1 026
2 A1 219
1 A1 225
2 A2 021
2 A2 147
2 A2 148
1 A2 150
2 A2a 001
2 A2a 074
2 P-A 005
2 P-A 007
